Date,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume
2022-01-03,30.78695297241211,387.9258487529251,71.11883363359911,154.46311153550604,14.530835745688396,77.38999938964844,30.897725715539806,389.1085108682322,73.98667958758695,155.65166726545658,14.846326123542344,77.91000366210938,30.15638568204552,375.53107234311454,70.85899075759069,151.2936245512026,14.530835745688396,76.79000091552734,30.78695297241211,380.5411376953125,73.90007019042969,153.0071258544922,14.759450912475586,77.43000030517578,2353800,3715700,1383000,1712700,8569100,490300
2022-01-04,30.880684021732673,380.54108818312335,75.37248359114115,155.9884490365462,14.93320118486613,77.5,31.391952300836106,385.1693134958905,78.87549425683414,157.69205125510155,15.513886194947652,79.58000183105469,30.84659860297526,380.1220197394549,75.2666227735844,154.463123390178,14.93320118486613,77.41999816894531,31.238571166992188,384.4522705078125,78.10560607910156,154.47303771972656,15.390433311462402,79.27999877929688,2723900,3266500,2953200,2043100,16823500,804700
2022-01-05,31.170412664897515,385.5325438909388,79.20270372174467,154.7305323928318,15.408722440455488,79.6500015258789,31.40048118215418,385.7374173940229,80.3094184542798,154.96824957017336,15.86321092013022,80.62999725341797,30.676183700561523,378.83694019089677,77.47044244446437,150.3328628484968,15.39957758896037,78.95999908447266,30.676183700561523,379.23736572265625,77.78802490234375,150.35267639160156,15.445300102233887,78.98999786376953,4353800,4443200,2988600,1339900,10922700,1189500
2022-01-06,30.812515607725665,380.46661655699415,81.03119241783418,150.78849031455465,15.637334895893346,79.27999877929688,30.88068645060236,380.941557058017,82.97517532542555,152.13552415232598,15.683057398642656,79.27999877929688,30.420543012878777,375.3075497874165,79.99184299815826,149.47116923609912,15.335561842823548,77.45999908447266,30.642091751098633,377.8591613769531,82.04167938232422,150.7290496826172,15.518453598022461,77.86000061035156,4259800,3315100,3098800,1782200,8571700,984300
2022-01-07,30.505748576766724,375.6241569452709,82.75381999413639,151.1153539340747,15.527601797969005,79.0199966430664,30.786948384100953,376.3039709358959,84.07226357476928,153.55189100927427,15.765362700813307,79.55999755859375,30.343847725933323,365.86480061014487,81.82032414105672,150.521068489081,15.527601797969005,78.29000091552734,30.650609970092773,366.5445861816406,83.36011505126953,150.55078125,15.66477108001709,78.94999694824219,2720600,4520700,2594600,2040200,10482700,950100
2022-01-10,30.57392190557786,360.7616328705576,83.05215650931362,149.4018186424657,15.728784338822793,78.73999786376953,30.60800407393975,360.93857038240856,83.34086179192236,150.5903742695236,15.852235466224716,79.16999816894531,30.292722075282153,354.7179067188925,79.98220781105147,144.64758102092938,15.308129915853735,77.70999908447266,30.53131675720215,360.8175048828125,81.9454345703125,147.19308471679688,15.545890808105469,79.1500015258789,3725800,6440000,2718800,2652300,15250000,977400
2022-01-11,30.52279712493298,361.3855757989421,83.27350712737233,147.7675665040424,15.655624127901321,79.0999984741211,30.744349121689652,364.8963332003077,87.23845665842882,152.04637007250557,15.655624127901321,80.66999816894531,30.15638695769794,357.893432928664,81.8973238119313,146.34129361011944,15.353851083828886,78.55000305175781,30.608007431030273,360.08184814453125,86.65141296386719,151.04600524902344,15.582467079162598,80.54000091552734,3259700,4385400,2844200,3488300,16455800,859200
2022-01-12,30.539845236359422,361.59045432749315,87.55602783293676,152.4623620174639,15.673912935418677,80.45999908447266,30.855127325345773,366.3956463938705,88.56650733428633,152.67036644258692,15.824800337771904,80.66999816894531,30.50575980766755,359.8117861239578,86.62253200149928,148.28261110440363,15.509309130743054,77.3499984741211,30.676183700561523,362.6241149902344,88.1334457397461,148.56983947753906,15.68305778503418,77.79000091552734,2406400,3623300,2475200,2010200,7975700,1221600
2022-01-13,30.718777194075553,365.52022828631596,88.10457722242052,149.15421839338782,15.774506363117963,77.63999938964844,31.059624850408717,367.1964452811166,89.85608239240689,150.63991686626696,16.089995862467628,78.73999786376953,30.539833637254514,359.3274729897335,86.96898547425788,147.6388071601156,15.609902539387033,77.12999725341797,30.92328643798828,360.3704833984375,87.199951171875,148.47079467773438,15.993977546691895,77.86000061035156,3202400,3466300,2991700,2234300,9726800,517900
2022-01-14,30.821035849663794,355.1090640164386,86.85351680761123,147.72793470792672,15.88424408388077,77.44000244140625,30.872163982670422,355.74232761543846,88.80711828237125,148.0052638603166,16.094570433423073,78.0999984741211,30.463148670311632,345.955004661314,86.63216943445623,145.05368067370696,15.701350544329689,76.36000061035156,30.744348526000977,346.4206237792969,88.32593536376953,146.569091796875,16.05799102783203,77.77999877929688,3122200,6336200,2305700,2718500,8547000,805200
