Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2022-01-03,183.35000610351562,1690.8699951171875,185.42999267578125,1699.1099853515625,181.85000610351562,1636.3699951171875,183.97000122070312,1674.8599853515625,629400,106200
2022-01-04,186.22999572753906,1664.510009765625,189.35000610351562,1667.1800537109375,184.97999572753906,1633.219970703125,188.25,1640.72998046875,440000,126800
2022-01-05,188.55999755859375,1636.0699462890625,192.0,1654.780029296875,181.89999389648438,1582.0799560546875,182.4199981689453,1583.1099853515625,589200,106300
2022-01-06,183.67999267578125,1577.56005859375,183.67999267578125,1619.02001953125,179.0,1567.5999755859375,180.47000122070312,1602.8499755859375,358900,99700
2022-01-07,180.4499969482422,1597.97998046875,180.85000610351562,1598.0,176.47000122070312,1542.3399658203125,176.5500030517578,1542.3900146484375,441800,106600
2022-01-10,173.13999938964844,1524.9599609375,174.08999633789062,1568.8699951171875,169.75,1508.5899658203125,172.4600067138672,1565.989990234375,655400,96500
2022-01-11,172.25,1565.989990234375,176.92999267578125,1579.280029296875,172.25,1547.6800537109375,176.44000244140625,1571.4300537109375,384300,84300
2022-01-12,176.55999755859375,1575.7900390625,178.3300018310547,1584.22998046875,174.47000122070312,1555.0,176.74000549316406,1559.6199951171875,408400,119300
2022-01-13,177.86000061035156,1564.5899658203125,179.42999267578125,1564.5899658203125,175.85000610351562,1480.030029296875,176.4199981689453,1503.68994140625,305300,176000
2022-01-14,173.64999389648438,1490.300048828125,175.61000061035156,1517.2900390625,167.2100067138672,1487.3800048828125,170.77000427246094,1512.760009765625,619000,145600
2022-01-18,168.74000549316406,1490.5999755859375,169.60000610351562,1497.3599853515625,165.77999877929688,1473.5,166.13999938964844,1483.75,385300,123700
2022-01-19,165.88999938964844,1489.97998046875,165.88999938964844,1515.6199951171875,161.85000610351562,1465.4000244140625,161.8800048828125,1469.0699462890625,351800,99500
2022-01-20,161.89999389648438,1478.5,165.7899932861328,1512.4200439453125,160.7899932861328,1467.5400390625,161.3300018310547,1470.530029296875,544500,120700
2022-01-21,160.63999938964844,1460.780029296875,161.02999877929688,1503.8499755859375,155.17999267578125,1454.6199951171875,156.3800048828125,1458.3399658203125,824600,220200
2022-01-24,152.60000610351562,1432.6300048828125,159.1300048828125,1467.56005859375,149.6999969482422,1388.7099609375,158.8300018310547,1462.6400146484375,769600,160500
2022-01-25,155.0,1431.489990234375,159.77000427246094,1439.4200439453125,153.16000366210938,1390.199951171875,157.8800048828125,1413.699951171875,468900,151100
2022-01-26,160.3800048828125,1425.68994140625,160.97000122070312,1451.8900146484375,152.0,1389.7900390625,154.0399932861328,1405.530029296875,417800,102100
2022-01-27,155.85000610351562,1417.8599853515625,157.75999450683594,1435.0899658203125,150.0,1384.280029296875,150.85000610351562,1396.449951171875,409400,135000
2022-01-28,149.88999938964844,1409.77001953125,151.25999450683594,1430.9599609375,146.86000061035156,1385.1500244140625,151.24000549316406,1430.530029296875,744700,88400
