Date,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
2022-01-03,20.007185179464294,251.68226769520888,331.90545486045994,481.8282416550944,133.78314271029674,20.211521029338925,253.16208348827615,332.04816316365014,483.1333612227477,134.04265862007077,19.86503835394074,247.73940000532056,318.75672120167764,463.46849564497603,128.4871702275026,20.14044761657715,252.64610290527344,323.1618347167969,466.0787048339844,130.1499786376953,10995500,375600,638200,369400,1150600
2022-01-04,20.46915738188352,253.0744720135917,324.9314818355028,466.56936081748046,130.69780695108759,21.25096469967393,253.0744720135917,328.147311158862,468.4632246717927,132.48555521067516,20.46915738188352,244.61430068067338,322.41972854650857,460.20086104338327,130.57286681783222,21.037744522094727,246.7366485595703,326.43475341796875,461.3587646484375,131.27450561523438,10302500,348900,588200,569900,912500
2022-01-05,21.17989480437216,245.8799428102366,327.60499155480466,462.0849435716647,131.39949533824,21.366461855113663,247.44735990646873,328.2995440257982,465.5292474270633,131.98580042506495,20.806759008365532,238.1888988355543,320.57395800213374,456.5505375775416,128.57369753177417,20.833412170410156,238.26678466796875,320.9735412597656,457.7967529296875,128.94854736328125,6667200,430000,578100,494900,1011800
2022-01-06,21.313157193950826,238.0038885131775,320.75469595191487,457.6495552257351,129.23687969761525,21.88174442720422,239.9899249684318,323.36159750861157,466.5399532051222,130.89967338014966,20.99332602798398,235.10271222420346,316.3495828295791,454.7351512559161,128.36222531763528,21.846208572387695,235.40451049804688,318.8327941894531,462.6737060546875,129.19842529296875,9872500,384100,453500,397400,841600
2022-01-07,21.863978307817586,233.9149851697475,319.7842386644413,461.00327162402874,129.0830802556995,22.45033434150706,235.72578971234338,319.7842386644413,464.9728721732257,129.3618086680367,21.712947105532496,230.54649386925337,311.7256767327693,452.94619663126093,127.39143858284392,22.31707191467285,230.95538330078125,311.9540100097656,453.3883361816406,128.57366943359375,11494100,533300,613400,375300,910600
2022-01-10,22.59248068665878,228.43387634158805,308.0721694337544,449.5268544324388,127.76631243861071,22.6635540924619,231.11114007144417,315.0176066252908,450.6764772866752,127.76631243861071,21.730713734956836,225.6689966367303,301.4787847571837,438.355011503605,125.30575826773125,22.086082458496094,231.07220458984375,314.1137390136719,445.72430419921875,126.5168228149414,11121300,490300,766500,619000,1196800
2022-01-11,22.432562714721747,230.48805393367837,316.1688076228126,444.11285929560637,126.68021749418507,22.47698295317913,232.0846759728441,319.1372561896248,453.4472964611739,126.9877794327772,21.66852241268569,228.2099495952102,309.61348854364525,437.3822628016479,125.04625711363636,21.908395767211914,232.06520080566406,318.7281494140625,452.2583923339844,126.96856689453125,13560200,362900,502800,514800,1087100
2022-01-12,22.02389331388148,238.51988651365383,321.0401468497818,455.5204888229261,127.45873053445081,22.24599791755746,240.7785309368518,323.2094002025094,458.6745372644356,127.6413522814429,21.86397772811099,235.94971363685767,315.2554809209284,453.2998660023297,125.67098213314202,22.0150089263916,237.7118377685547,318.8233337402344,456.4244384765625,126.69942474365234,8779700,629900,594100,344500,1393800
2022-01-13,22.20157449770143,240.98295967748768,319.2038252993776,457.66258190797197,127.05506242629967,22.53029003478384,248.03147080918117,320.4311745160928,458.29144265173613,127.05506242629967,22.13050109705166,240.98295967748768,313.6855591586762,446.19594853978316,125.18081339525192,22.237112045288086,245.04266357421875,313.9804992675781,447.79754638671875,125.56526947021484,10708000,724900,414800,422900,1141700
2022-01-14,21.748481483410526,243.84519107852452,310.70763222573254,444.6827693611829,124.76749108889682,22.583595233068728,247.4278497315372,312.61998142797717,444.7613619543534,125.20000777702397,21.668523693840932,239.33764758093383,305.13225293593064,428.89282472291904,123.75827570589541,22.574710845947266,245.49049377441406,309.2614440917969,439.9958801269531,124.8155517578125,10115300,561800,677800,754100,1235900
2022-01-18,22.583598036197074,241.24582802590973,305.0942851787829,433.75658694881645,123.73906766451078,22.68132461213964,241.34317416728985,306.4167543747059,438.20763860824786,124.34458518345414,21.961704416692385,233.21403602953092,300.3181002960782,429.94420133600505,122.38383594858372,22.041662216186523,234.32388305664062,302.0782470703125,437.6672058105469,123.6141128540039,10056900,676600,659800,731700,1443500
2022-01-19,22.139384824040732,235.3947548108518,303.2199617154536,440.1433184663454,123.70063142601458,22.183805062676484,239.61023000690537,308.8904615950057,446.2942012985405,125.36342527943597,21.002208753016593,234.7424777974025,300.061215386035,434.27736004035484,123.13355356069452,21.011093139648438,235.00534057617188,300.299072265625,434.7686462402344,124.13314819335938,19197600,428000,532600,529100,1025700
2022-01-20,19.838384790763456,236.39750140348036,301.62153342647616,438.00126504313243,124.3445946539967,20.49581426925324,239.66861629477148,305.83637928794104,443.4447242504124,125.68059927020292,19.589627003825242,231.40318339052817,297.5399303862417,431.04466600872405,123.25849967783829,19.91834259033203,231.66604614257812,298.5103759765625,432.07635498046875,123.36422729492188,18409900,493300,518600,447500,1238300
2022-01-21,19.882802616694093,231.1792780816056,298.82432853812816,433.15722380791055,123.41227339958333,19.927224552448198,231.90944086126947,304.67563073691525,437.2054173971674,125.08468807128698,19.34086855668266,227.90814823450336,296.0557001372273,429.5413644840821,122.48957298254999,19.63404655456543,228.9401092529297,298.986083984375,430.3077697753906,123.01820373535156,16730300,467100,594200,592700,1167500
2022-01-24,19.180952482152964,229.75790663645358,294.94253801752416,424.95267677603357,121.7879139484885,20.4958112451271,232.86353495468526,297.47333876345465,427.3206795746612,122.93169041427362,18.97661666652662,222.3297119351785,284.16287674227095,412.08100386649863,119.50997461738653,20.40696907043457,232.2112579345703,296.6360778808594,426.8785400390625,122.64334106445312,18654000,784200,1100700,967800,1858900
2022-01-25,20.24705374607592,225.61058576087635,290.2709957719261,420.4329051547848,121.09587740024222,20.78898775347309,228.93038149262188,292.01212425638903,423.67538197657535,121.93208462084944,19.78507582622635,223.33246642670846,281.8889223025324,412.16946793733035,118.94289294681647,20.629072189331055,226.02920532226562,286.97906494140625,420.3837585449219,119.98094177246094,16217300,569200,868100,570500,1633900
2022-01-26,20.868947939894408,227.84975925278377,287.8162659680257,424.3533443725124,120.5384344438545,21.38423054231685,230.9261824894281,291.8122429868656,429.217059433996,122.46074416276049,20.433623128755066,221.881904612025,279.7957122038168,412.9849752724451,119.3658243420371,20.815643310546875,224.92910766601562,283.5633850097656,419.38153076171875,120.2308578491211,15991400,549900,848300,623900,1740800
2022-01-27,21.108820339616265,219.0391181879374,280.5664123758034,424.15686858986567,120.85559239012781,21.2865029940829,224.6662385258806,283.0686418025062,425.5816106385744,122.4318855436409,20.255937836796413,217.20883861255075,271.21386569232783,414.1542882319889,118.33737171789593,20.35366439819336,218.94175720214844,273.0406188964844,416.09979248046875,118.78910827636719,11703300,820000,1442400,583500,1323100
2022-01-28,20.273708881994434,215.7387841657573,271.4517504444833,416.34537842315893,118.91407574847545,20.531351047443135,217.93900281962468,272.96451653334805,428.0478183097738,121.67258539441522,19.971646471583274,203.4720426387567,261.99455972130147,410.26325338578295,117.57807113256757,20.5224666595459,210.40371704101562,270.7762451171875,427.8807678222656,121.66297912597656,10778000,1299600,1312500,539700,1196200
