Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2022-01-03,114.14492780140714,171.00547287959648,115.27891601949052,174.71709019131572,111.349747248485,170.37908093046826,111.6780014038086,174.0906982421875,923600,5990200
2022-01-04,112.54342124359692,174.82926960658273,116.10454601201458,176.63365040793508,112.40416005950598,169.22911834824427,115.53755187988281,175.04429626464844,853300,8484200
2022-01-05,115.30876589249878,174.36181640625,116.96995836097317,180.98102273023,108.60430723078748,172.70701125883386,108.74356842041016,174.36181640625,1585700,17141200
2022-01-06,109.20113477964172,172.51065728802877,109.90739007731933,176.20357162820403,107.47031183055621,171.08958136102166,109.41002655029297,173.8475799560547,1044700,9117700
2022-01-07,109.22105128255774,174.4552983433009,109.66867549380467,176.10074505675013,106.05781843413575,168.39703353670376,106.12744903564453,168.6681671142578,832200,7386200
2022-01-10,105.3615003276372,166.66746663804165,107.43053466858007,168.28486720063373,103.04378419348001,162.4509866686985,107.20174407958984,167.98568725585938,1380400,11159300
2022-01-11,107.67921180476381,167.52756996314207,109.98697844241707,173.56711823987018,104.83429160629915,165.68578463565575,109.40009307861328,173.33338928222656,1133200,9591000
2022-01-12,110.14613518423157,174.4552795529192,110.79270172826311,177.12913909032787,107.70904923436049,173.13704496021788,109.55924224853516,174.2869873046875,757300,7317500
2022-01-13,110.12624717306181,176.4186039743605,111.2602355715783,179.1111659726762,106.4656507810818,171.36070620540983,106.7143325805664,171.92166137695312,824000,10190900
2022-01-14,105.09290492886767,170.9026175411018,106.45567600813104,177.71814770334365,104.5756426593072,170.1640260424531,106.07768249511719,176.40927124023438,581100,9587300
2022-01-18,104.49608701044794,173.77281037102014,105.8787571003632,173.8943540006632,103.52125109343983,166.6674582293283,105.04318237304688,167.21905517578125,1089200,10471200
2022-01-19,105.70964396856789,168.81777397453948,106.78395104161362,169.41611959077196,101.56163384611203,161.05796901056357,101.62132263183594,161.2449493408203,1148100,10082700
2022-01-20,101.94958722773225,163.17087148827173,103.55109860526115,163.60093908076098,99.19419626013567,155.4671593081785,99.45282745361328,155.6634979248047,1145100,9468500
2022-01-21,99.45282111377406,155.42043057213147,100.02975707744679,160.84293159661186,97.34399688055393,153.85912266852446,97.7518310546875,154.1956787109375,3039000,11898700
2022-01-24,95.24513135281477,151.6246592571278,99.13451842735884,159.70234661813828,93.41483691008797,148.2776727687881,98.9554672241211,159.00115966796875,1840200,17489100
2022-01-25,97.35394425773327,155.35494895505497,97.65235783499611,159.23485788918774,94.86712650138216,150.70841652166175,96.54821014404297,154.6818084716797,1456600,10708500
2022-01-26,98.4779831515044,157.60810431709632,100.71611913222041,163.1895526795701,95.4341206462636,153.23269103708103,96.54821014404297,156.1309356689453,1095100,10492200
2022-01-27,97.42357877909497,158.29061934466603,99.17429308594917,160.29133893399464,95.93148806512883,150.15685332321553,96.37911224365234,150.7084503173828,1165900,10743000
2022-01-28,96.36916067109675,151.4656944260107,98.03036072956597,156.07483645831863,94.40955461923808,147.13704423549208,97.98062133789062,155.9532928466797,939300,10320800
2022-01-31,97.03563764055556,156.1870359313997,102.17837524414062,164.49843707106595,97.03563764055556,155.0090471238545,102.17837524414062,164.32080078125,1471000,11273500
2022-02-01,102.5464076120371,164.95654461498737,103.56103344970776,165.88210211898542,100.49727232415745,161.84327331589643,102.57625579833984,165.6016387939453,1054200,9724600
2022-02-02,102.75532124779083,169.16365814573138,103.45162724163538,176.3625065700726,100.93496867781218,168.52790801735782,103.26262664794922,175.95114135742188,1161600,25646300
2022-02-03,101.9396359012206,169.03277436883772,103.26261716807082,179.59732544170558,100.77579943383029,165.7512108802826,100.9349594116211,167.44342041015625,1049900,36120200
2022-02-04,100.65644073852172,167.34061201153062,101.8799508587963,170.53802286747631,99.39313303317152,165.3024878103728,99.4229736328125,167.78936767578125,853000,15708400
2022-02-07,99.47269441547935,167.97631286476317,100.28837020611971,168.89252631504908,97.9109734167229,163.0867074350108,98.3486557006836,163.69439697265625,1241500,10376300
2022-02-08,98.72666464807935,162.9651602865245,102.08883951306298,167.62103667532318,98.44814227442177,162.6566363805759,101.71084594726562,166.9665985107422,1103800,10163900
2022-02-09,103.47152703896046,169.5937597655945,105.85887399909015,172.02454711589803,103.47152703896046,167.30321837724293,105.70966339111328,171.97779846191406,999600,9666900
2022-02-10,103.55108572092027,167.7238875735485,106.28658514365391,170.14533031956302,101.42237041363532,162.16114145781697,102.32757568359375,162.7407989501953,1325900,14362200
2022-02-11,102.27785390390949,163.32976409351284,103.28253053529073,164.05899717216897,98.80625798195827,152.9054601177295,99.3832015991211,153.9245147705078,1394800,13572000
2022-02-14,99.51249803241753,154.5883272626269,100.77579808527376,156.9256166723087,98.0005086202997,151.90510931964815,98.93555450439453,154.3826446533203,879500,8381700
2022-02-15,100.76585840842225,158.00075464855038,104.48613564272647,162.63794283702904,100.76585840842225,157.2995678675657,104.28718566894531,161.74041748046875,1334700,11100000
2022-02-16,103.17309633287333,159.57143456340918,107.15200474469773,161.93678484960137,102.66578338539937,157.3089398596921,106.41590881347656,161.36648559570312,1156100,8340600
2022-02-17,105.25207612429725,158.82348123247291,105.87875907878593,159.65555562201774,102.15847411560173,155.8504419341532,102.43700408935547,155.94393920898438,1118900,8878900
2022-02-18,102.21815665526753,156.5703598393061,103.38198551507118,159.35640510102132,101.30300197578646,153.55058561315235,101.63126373291016,156.7292938232422,901100,9591700
2022-02-22,100.85537332444301,153.3822877555314,102.7652474074583,158.8982996748368,99.59207333106784,152.95223446540697,100.23863983154297,155.0931854248047,1253400,9835500
2022-02-23,100.72607500508387,155.80371488642712,101.12396738951837,158.15036271246004,97.26442112641958,150.8206261455443,97.80157470703125,151.10108947753906,1154700,9749000
2022-02-24,97.48326560263483,146.6789370204878,108.92262840294401,157.40242222172134,96.48853840260794,145.65052395013652,108.16663360595703,157.04714965820312,2814000,12567000
2022-02-25,106.86353362489993,156.70126225909422,108.32578368941644,159.9547657563548,103.54114113442834,154.82208634352784,107.63941955566406,159.80517578125,2063600,7350200
2022-02-28,106.27663713780521,157.3463315215338,109.41002894447115,161.73108889290097,105.56044001811371,157.25283423554086,108.36557006835938,160.79617309570312,1398800,10638900
