Date,Open,High,Low,Close,Volume
2022-01-03,97.78284539284043,97.81078221186863,96.41388442054233,97.79216003417969,941600
2022-01-04,97.91321070802672,100.04580861049237,97.65245762038704,98.95623016357422,1174300
2022-01-05,98.98418297469416,100.26001890822927,98.95624615435958,99.27287292480469,855100
2022-01-06,99.72918584396639,100.05513434464517,98.21122614119106,98.49991607666016,916700
2022-01-07,98.28573378930119,98.58373838040711,97.63384386157642,98.05291748046875,1245900
2022-01-10,98.17396194115551,98.55578403012153,97.45689096369189,97.92252349853516,855000
2022-01-11,98.22985249085718,98.49991313565799,96.19969415190825,97.44758605957031,856300
2022-01-12,96.91676462544628,97.62452813431413,96.45113204684704,97.03782653808594,909700
2022-01-13,97.0099009683729,99.08662563591503,96.97264950516697,98.70480346679688,1721400
2022-01-14,98.42541749537853,98.96554589091856,97.38239795349307,98.76067352294922,1118700
2022-01-18,98.10877685538591,98.5092211325503,96.42318929813038,98.16465759277344,1121900
2022-01-19,98.40678361157099,100.10168584725899,98.07152759967762,98.0994644165039,965800
2022-01-20,98.09947247444806,98.51854607623221,97.20545873762732,97.80146789550781,1339200
2022-01-21,97.77351604862545,98.74203255756795,97.32651280141415,97.40100860595703,1350700
2022-01-24,97.41033171108711,98.04359228715873,92.95888550207881,95.28704833984375,1270000
2022-01-25,94.73761078897968,97.31721223592803,94.22541209311056,96.7770767211914,1566200
2022-01-26,96.60944521920521,98.09946804665313,95.69680934582618,96.525634765625,1564600
2022-01-27,97.23339732134772,99.1424866079898,96.97263711223094,97.62452697753906,1259700
2022-01-28,97.38239442533916,98.8724172133426,96.46044393541656,98.81654357910156,1271600
2022-01-31,97.87596557379493,100.15756944798962,97.49415055794341,99.85025024414062,2251500
2022-02-01,99.90612631515332,99.92475559735006,98.09946961149718,98.97486114501953,1119300
2022-02-02,98.55579252204701,100.0458153409335,98.29503941686554,99.4498062133789,1104400
2022-02-03,99.43117608183958,99.76643210134758,98.32297539428906,99.44049072265625,964700
2022-02-04,98.70478758366792,99.46842469403306,97.50345473230281,98.4906005859375,951200
2022-02-07,98.52786470746857,99.12387388948434,97.5965994724452,98.65824127197266,871800
2022-02-08,98.94692188973309,99.6453707501312,98.58372905072521,99.24492645263672,1063100
2022-02-09,98.95623651831988,101.71278050108361,98.95623651831988,101.36820983886719,1203600
