Date,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2022-01-03,174.96395910795226,44.5,164.1327994135357,154.01700513796638,36.022499084472656,25.137793404101437,166.3800048828125,179.9325724934608,44.68000030517578,164.811486682248,156.98524810274802,36.125,26.12176857612466,168.22999572753906,174.8458979227722,44.029998779296875,160.54551793783685,153.00154301150093,35.16749954223633,25.044965156804555,165.0,179.0765838623047,44.54999923706055,161.63140869140625,156.15530395507812,35.560001373291016,26.04750633239746,166.02999877929688,104487900,1550400,701600,5363900,9186400,9319700,1184400
2022-01-04,179.68660349006143,45.08000183105469,161.91254379508695,156.21390886834294,35.5625,26.641612517570866,167.64999389648438,179.99160489675614,45.540000915527344,163.08568909479575,158.02023608443727,35.5625,27.792678459933693,174.3800048828125,176.23316366013424,45.0099983215332,160.66184861882138,150.8632375299864,34.30500030517578,26.54878424774845,167.2899932861328,176.80381774902344,45.130001068115234,162.32943725585938,154.62237548828125,34.665000915527344,27.347103118896484,172.2100067138672,99310400,968600,925100,6947000,8997600,13218200,1713900
2022-01-05,176.71527555574892,46.56999969482422,162.88211221995095,154.30990307592344,34.59000015258789,27.848369676944163,172.5,177.26624778747964,46.56999969482422,163.82256369426082,155.13984717247857,34.7400016784668,27.93191492761913,173.94000244140625,171.82537447983776,44.4900016784668,159.0912214147598,149.87706358142842,33.26350021362305,26.335275703539594,168.25999450683594,172.10086059570312,44.599998474121094,159.28512573242188,150.1114044189453,33.287498474121094,26.363122940063477,168.27999877929688,94537600,1217700,900500,6840100,8955200,9212700,1205500
2022-01-06,169.91662049000044,45.369998931884766,159.82807379273055,149.66226456948888,32.942501068115234,27.254271791673222,168.8800048828125,172.47472273765217,45.689998626708984,161.41811282071922,153.68501903298122,33.65250015258789,27.76482452942678,174.25999450683594,168.87370673165287,44.7599983215332,158.54827870500878,148.2562492505772,32.90625,26.715870046740655,165.5,169.2279052734375,44.86000061035156,161.02059936523438,152.65003967285156,33.16749954223633,27.495624542236328,174.1199951171875,96904000,1651200,723700,6576000,5950400,7626800,2041000
2022-01-07,170.10358456089105,45.119998931884766,161.31148691004427,151.4393198997667,33.342498779296875,27.7091246290912,173.77000427246094,171.33343869618955,45.27000045776367,161.61204085671872,153.66550591473418,33.755001068115234,28.126849058342966,175.91000366210938,168.27356100705217,44.7599983215332,158.7519111528146,147.08457872041654,32.35499954223633,27.309964431624017,169.36000061035156,169.3951873779297,45.06999969482422,160.3225555419922,147.2505645751953,32.369998931884766,27.542034149169922,169.47000122070312,86709100,1880200,975300,6335700,9308400,8355400,1502400
2022-01-10,166.3549934911358,45.349998474121094,160.02197628300993,144.23348233592873,32.16999816894531,27.51418969618179,167.75999450683594,169.71987264285875,46.04999923706055,160.17710564835284,146.36202236095195,32.9275016784668,27.69984620914444,169.5500030517578,165.4596560671489,45.0099983215332,155.43607352544598,139.88851516205037,31.47249984741211,26.5951936751753,160.8300018310547,169.4148712158203,46.02000045776367,157.48178100585938,146.05934143066406,32.8849983215332,27.309968948364258,165.07000732421875,106765600,2341900,1022800,9683900,9632000,10408600,1021600
2022-01-11,169.5427580708883,46.13999938964844,158.05383920015495,144.87793568173535,32.91749954223633,27.625582735812145,158.39999389648438,172.3566495746992,46.41999816894531,158.84885141128348,149.05691780506527,33.35499954223633,29.834885935450984,162.2899932861328,168.06693328968436,45.59000015258789,154.73802625393594,142.81773536730373,32.522499084472656,27.374946985567135,157.7100067138672,172.25827026367188,46.369998931884766,158.7615966796875,148.85186767578125,33.29499816894531,29.704927444458008,159.6999969482422,76138300,1370900,871600,6824400,4464000,12299200,2827800
2022-01-12,173.28153740021668,46.59000015258789,159.0233753413393,151.07802671492135,33.442501068115234,30.47540005166357,161.77999877929688,174.3244513888946,46.70000076293945,161.2242124681462,155.97954781959032,34.14500045776367,30.716751023931575,163.80999755859375,172.00250100677792,46.130001068115234,158.9555006876026,150.97062236147838,33.10749816894531,29.602815560233598,157.32000732421875,172.7010498046875,46.470001220703125,160.6812744140625,155.78427124023438,33.26250076293945,30.30830955505371,159.7899932861328,74805200,2037700,693500,10379800,4855200,16272500,1532200
2022-01-13,172.9470087303428,46.61000061035156,160.9721011921118,160.12923975540892,33.25,30.317589932582585,160.52999877929688,173.7734671157762,47.54999923706055,161.24357015655212,162.59952500608526,33.402000427246094,30.92097265791077,163.52000427246094,169.021308880232,46.54999923706055,156.85157216063303,152.80625623000913,32.76750183105469,29.658512737355448,158.5,169.4148712158203,46.7400016784668,157.50115966796875,153.47019958496094,32.79999923706055,29.788471221923828,158.57000732421875,84505800,1407300,859100,12553600,6226000,8109000,1984500
2022-01-14,168.57855655164568,46.66999816894531,156.5122559583031,152.10325607896678,32.61000061035156,29.992693758296756,156.0,170.97923414208748,47.4900016784668,156.5122559583031,163.11702264940178,32.8125,30.976667166163136,156.3699951171875,168.3325857331638,46.08000183105469,150.75322209535787,151.9275116170896,31.889999389648438,29.398594034066672,148.77999877929688,170.2806854248047,47.40999984741211,152.89588928222656,163.05844116210938,32.435001373291016,30.902406692504883,152.60000610351562,80440800,1710600,1201900,11437300,7825200,11022000,2237400
2022-01-18,168.7458170220669,47.56999969482422,151.61608607347122,161.4571491032416,31.917499542236328,31.6543107879978,151.6199951171875,169.75921560588677,47.58000183105469,152.50805766328398,161.97463877195,32.189998626708984,31.932797305963383,151.6699981689453,166.67967112863838,46.52000045776367,148.84321175981336,147.94380643229798,31.549999237060547,30.141218648640894,147.72999572753906,167.06338500976562,46.59000015258789,150.8404541015625,148.76397705078125,31.772499084472656,30.605358123779297,149.55999755859375,90956700,1591400,844100,12417000,7104800,9779200,1865600
2022-01-19,167.26014726021518,46.65999984741211,151.94574778634046,150.78510176442296,31.872499465942383,30.976668616487945,151.3000030517578,168.32274293847112,46.810001373291016,152.64381518702118,152.14230897907794,32.26250076293945,31.125193111861478,151.36000061035156,163.2655837924122,45.900001525878906,149.8224606754326,139.54676869874132,31.28499984741211,29.79775388522783,145.74000549316406,163.5509033203125,45.91999816894531,149.88063049316406,139.6932373046875,31.327499389648438,30.057674407958984,145.8800048828125,94815000,1205900,967500,12929000,8817200,8146800,1468500
