Date,Open,Open,Open,High,High,High,Low,Low,Low,Close,Close,Close,Volume,Volume,Volume
2022-01-03,68.52999877929688,83.62036603235974,18.360000610351562,70.33000183105469,84.59849829844663,18.569000244140625,67.7699966430664,81.10792384922236,17.860000610351562,70.16999816894531,82.05728149414062,18.530000686645508,7049900,2209600,34283600
2022-01-04,70.55000305175781,81.89424228805699,18.610000610351562,71.26000213623047,82.91072584001476,18.84000015258789,67.33000183105469,81.48189394441752,17.790000915527344,70.94999694824219,82.68058013916016,18.170000076293945,7792100,1739200,39643200
2022-01-05,69.66000366210938,82.9778619582732,18.030000686645508,70.5999984741211,83.52926206391992,18.56800079345703,66.97000122070312,80.29280894870068,16.8700008392334,67.41999816894531,80.38870239257812,16.959999084472656,7227200,2656900,58445900
2022-01-06,67.41999816894531,80.73392416794465,16.8700008392334,68.55999755859375,81.49149480765547,17.18000030517578,65.9000015258789,80.34075153930202,16.05500030517578,67.25,81.23257446289062,16.739999771118164,5442700,1641400,49737100
2022-01-07,67.5,80.93530861148366,16.700000762939453,68.4800033569336,81.76958967815479,17.329999923706055,64.18000030517578,80.75310593430201,16.475000381469727,64.55999755859375,80.8969497680664,16.559999465942383,6794400,2351500,37989300
2022-01-10,63.0099983215332,80.36952634230977,16.190000534057617,65.20999908447266,81.2134062811096,16.56999969482422,61.66999816894531,79.07494644625262,15.350000381469727,65.12000274658203,81.18463897705078,16.5,6096500,1940000,77649400
2022-01-11,65.06999969482422,81.70245259031803,16.399999618530273,66.18000030517578,82.7477108139125,17.25,64.5,80.72432782086479,16.31999969482422,65.93000030517578,82.69976043701172,16.889999389648438,4907900,2334200,47442600
2022-01-12,66.86000061035156,83.16007627296833,17.15999984741211,68.0199966430664,83.75462009801927,17.459999084472656,65.97000122070312,82.59429243728874,16.399999618530273,66.48999786376953,83.38063049316406,16.719999313354492,5361400,2864100,39784200
2022-01-13,67.5199966430664,83.51486809403956,16.799999237060547,68.19999694824219,84.08065183011422,16.81999969482422,64.47000122070312,82.02850147688177,15.9399995803833,64.63999938964844,82.23947143554688,16.010000228881836,6707900,3365800,35492200
2022-01-14,63.83000183105469,81.37642808189494,15.9399995803833,66.2699966430664,82.12919938452677,16.249000549316406,63.619998931884766,79.63114086518866,15.619999885559082,66.19999694824219,80.7243423461914,16.010000228881836,5890500,2870400,35624900
2022-01-18,64.05999755859375,79.64072196213353,15.449999809265137,65.0999984741211,80.69556445963052,15.75,62.869998931884766,78.32695912265595,14.920000076293945,63.029998779296875,80.44623565673828,14.970000267028809,6494600,2640500,49067700
2022-01-19,63.41999816894531,80.74350982493735,14.899999618530273,63.61000061035156,80.973662872416,15.25,58.88999938964844,79.44893002672369,14.539999961853027,59.0099983215332,79.68866729736328,14.5600004196167,8193100,2632200,48049100
2022-01-20,59.43000030517578,80.16813599096245,14.890000343322754,59.779998779296875,80.6476104972675,15.550000190734863,55.40999984741211,78.48038368023262,14.569999694824219,55.540000915527344,78.83519744873047,14.619999885559082,8818800,3534500,44690400
2022-01-21,55.20000076293945,78.83520937057892,14.25,57.58000183105469,80.45583578815317,14.477999687194824,54.599998474121094,78.2214824949937,13.5,54.72999954223633,79.6982650756836,13.529999732971191,8791100,2844000,73031300
2022-01-24,53.150001525878906,78.3269651568264,12.789999961853027,55.470001220703125,79.9284084465206,13.40999984741211,51.02000045776367,76.85018262008164,11.75,55.34000015258789,79.81333923339844,13.399999618530273,10170400,4451900,110518900
2022-01-25,53.27000045776367,78.37491574545949,13.119999885559082,55.41999816894531,80.19691324255389,13.600000381469727,52.970001220703125,77.59816197384006,12.829999923706055,53.31999969482422,79.56401062011719,13.0600004196167,8274200,4027200,47456600
2022-01-26,56.060001373291016,80.13937141845061,13.600000381469727,58.619998931884766,81.14627084243777,13.819999694824219,54.7400016784668,77.67487266481977,12.680000305175781,55.7599983215332,78.17352294921875,12.75,11956500,3633100,69949700
2022-01-27,56.400001525878906,78.92152385887572,13.010000228881836,58.0,79.99554230462655,13.0600004196167,53.060001373291016,77.96257463733994,12.199999809265137,53.66999816894531,79.21879577636719,12.279999732971191,8619100,3093400,52622900
2022-01-28,53.119998931884766,78.83521368392232,12.300000190734863,54.220001220703125,79.4201732873761,12.880000114440918,51.2599983215332,77.52145063226023,11.890000343322754,53.7599983215332,79.37222290039062,12.710000038146973,9879600,4367500,54887500
