Date,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
2022-01-03,287.073750425258,259.70994970565584,353.10527288538964,801.6690714495057,61.0812039879953,289.17195477775414,261.36475553884367,358.5768974078195,803.5934538583788,61.17026206548506,277.1415177374442,255.80460332212888,351.59125186842726,777.06955109868,60.04819687205266,278.4553527832031,257.9511413574219,354.83013916015625,792.5971069335938,60.69828414916992,576100,188200,1026700,351800,1028100
2022-01-04,279.8084450561147,261.0148428903258,356.5740349153617,789.5541955212361,60.698285601537044,282.91653943472926,262.5561806807083,358.36598517800667,795.384102167635,61.32165139381661,277.219972209154,257.87543342773847,352.7698143143702,768.7844045457157,60.52017623647319,280.033935546875,258.0267333984375,356.33447265625,772.2349853515625,60.53799057006836,584800,200400,1012700,399000,1014500
2022-01-05,283.33813727199566,259.7194629475741,351.6774433859525,770.5664846693791,60.56471289286785,283.33813727199566,260.6366995045554,353.2681405083011,772.0358077494323,60.87639582820471,272.5823078250496,254.60374450683594,341.23253334116197,746.668446697013,60.0482058604934,273.81768798828125,254.60374450683594,341.2420959472656,748.0335083007812,60.119449615478516,962100,222400,2075000,394800,1224400
2022-01-06,273.4843922517145,260.031461618084,342.095013490282,740.8765464811386,59.97694876829472,275.92579988059435,262.5467700465043,342.6412226310892,743.6256477621315,60.45783381624109,270.80770968275544,257.4594192960359,338.2620161402508,721.7941477463603,59.70088777183875,274.3864440917969,259.3884582519531,340.55224609375,734.7432861328125,59.88789749145508,1036200,213900,1096200,366700,1324900
2022-01-07,273.70988985230633,260.5704873598366,340.178443100489,720.163604960447,59.76324119168156,275.53356222307787,264.92026905119553,342.5357277856411,743.1894807791969,60.42222897906903,261.43433186072525,259.4073847142963,335.4542818809282,720.163604960447,59.38922164701668,262.228515625,263.984130859375,340.1113586425781,734.6104736328125,60.15507507324219,1170000,161800,936500,355700,1004700
2022-01-10,257.8653802427293,266.14954009420717,334.90805863365136,717.395602811714,60.27083534793719,257.8653802427293,266.62234182122756,335.00388939181994,724.7706851406667,60.50237414628528,252.72769174746205,263.0574271882037,319.4419042066788,704.9109556891115,59.22892094663808,255.688720703125,264.9580993652344,321.8663024902344,724.5526733398438,59.504981994628906,908800,240300,1863400,415300,1780100
2022-01-11,256.83588472111256,266.66007218917565,321.9717159755042,720.2110261384361,59.48716689382395,258.43403661521074,270.2722829297407,326.71506098859214,727.6999168126981,59.62964758642336,250.18823890036305,262.6128921059952,317.7266792386584,710.5039463433103,58.65897706092179,258.0516662597656,270.1020812988281,326.3509216308594,726.969970703125,59.095333099365234,974200,207200,1029700,322600,1682000
2022-01-12,260.06166729375315,270.423701989281,329.60893465475067,724.0976660260725,58.94395759361659,262.24814141734,271.92720810622546,334.8601500999633,736.838223347871,59.57623066179951,255.62992275173949,265.7713200260238,328.0565758361703,722.3724334511915,58.73022631865825,256.6986389160156,267.62469482421875,331.1229553222656,724.6759643554688,59.37140655517578,844700,140000,1589800,343300,1236600
2022-01-13,256.69861468002415,268.91064899810334,331.1229682220607,727.8136756948537,58.77475852348233,257.9143962710598,272.4093636064034,332.311217003854,727.9369148539912,59.59404140563092,249.53133205482413,267.34094418604735,318.12911263154746,707.593716923513,58.76585135466923,249.94313049316406,269.1186828613281,320.4193420410156,709.186279296875,59.433746337890625,1041700,132500,1255800,424700,1315400
2022-01-14,247.0604993852391,267.87048167522437,316.5959182858498,706.3140211354718,59.35359815099034,248.28609518438134,274.66937120334126,317.3337595281551,710.3997176244478,59.55841546046178,242.5012889967845,266.6601106958702,305.33649192631793,692.0566964023767,58.42744968881957,244.62892150878906,274.50860595703125,308.6040954589844,707.8970947265625,58.632266998291016,747000,211900,2548000,510800,1433100
2022-01-18,240.71680460722467,273.2793786247493,301.5610247101626,695.1375504182333,58.31168334475176,242.91307757647877,277.6764285992826,303.90871762447546,706.9396384208807,58.59665157808083,233.3828438304924,273.24154640919244,296.5014702754914,688.8905399533086,57.02041572952737,235.9615020751953,275.0760192871094,297.96759033203125,704.27587890625,57.45677185058594,1716200,310600,2446100,460800,1955400
