Date,Open,High,Low,Close,Volume
2022-01-03,81.18380974697568,81.96236981283019,80.79881167691774,81.90248107910156,4790300
2022-01-04,81.93671009893615,82.93771698285553,81.73137819878649,82.42437744140625,5372400
2022-01-05,82.13349397337448,83.0489399471907,81.6971579589735,82.09071350097656,7180700
2022-01-06,82.96335845639904,83.53658004612377,82.23613635463376,83.33980560302734,6279600
2022-01-07,83.32270609365035,85.32471311743109,83.0489280806203,84.81993103027344,4764500
2022-01-10,85.29905568224711,85.89794967696469,84.47772150102492,85.79528045654297,7067300
2022-01-11,85.65838702289584,86.4283832612942,84.77715764643376,86.40271759033203,6473300
2022-01-12,86.37703423431051,87.18981730353994,85.69259254838153,86.78770446777344,4812200
2022-01-13,86.69360274844801,87.37804451390434,86.24015852857983,87.35237884521484,6696800
2022-01-14,87.35237488050953,88.58437914074908,86.78771061282133,88.4474868774414,5576100
2022-01-18,88.31060590242973,88.63571525423886,86.81338096054264,87.03582763671875,7123400
2022-01-19,87.10426812907706,87.54916148594641,86.77060137511644,86.83049011230469,6510600
2022-01-20,86.46258637000213,87.93414542100378,86.13747706723407,87.28392028808594,5589700
2022-01-21,87.81439247169438,88.76406150736142,87.54917182245923,88.05394744873047,5423700
2022-01-24,87.67750083119697,88.11383028408811,84.5376010859393,86.05194091796875,8974600
2022-01-25,85.28194945413787,87.81439820547665,84.0756105629459,87.3866195678711,6006400
2022-01-26,87.10426370466041,87.99404384582039,86.04337475947764,86.73637390136719,6340300
2022-01-27,87.3523856392079,88.37905815831775,86.7620556312875,87.48072052001953,7345900
2022-01-28,87.26683196530689,88.71272568173,86.74494156567664,88.56727600097656,5520300
2022-01-31,87.66894731556572,88.66994767284737,87.5491698297739,87.99405670166016,8025800
2022-02-01,88.03682950496015,88.67849734897972,87.28393505711884,88.33627319335938,8047800
2022-02-02,88.12237710194772,89.12337729468935,88.04538009975946,88.89237976074219,7527700
2022-02-03,89.0635115644691,89.13195771345812,88.15662293620852,88.81539916992188,3815500
2022-02-04,88.48172359138496,89.2859494439117,87.86572136624817,88.62716674804688,6374500
2022-02-07,88.62716506885423,89.06350105795623,87.8657197014824,88.61861419677734,5195700
2022-02-08,89.05493361781568,89.20038328270617,88.49026933739196,88.84960174560547,5953100
2022-02-09,89.18326929177614,89.43993902989565,88.76404814507136,89.06349182128906,4226000
2022-02-10,89.4998389426947,91.06551018051728,88.94372545890496,89.89339447021484,7008300
2022-02-11,89.87628356093587,92.88784193537882,89.75650607900471,92.36595153808594,8674300
2022-02-14,92.40017055091367,93.61506011565935,92.20338953787713,93.4610595703125,9409900
2022-02-15,93.55518616809651,94.65029842930423,93.31563117688032,93.82896423339844,6564500
2022-02-16,93.82895361529954,95.79673772455048,93.51240163875083,95.45451354980469,8577200
2022-02-17,94.70163109674307,96.10474442018513,94.66740802453917,95.73685455322266,6320400
2022-02-18,95.3946195781979,96.233068433983,95.12084155888942,95.48873138427734,7870300
2022-02-22,94.89838725475947,95.1122765191422,92.00660675016255,92.90493774414062,7944500
2022-02-23,93.40116240408034,93.58082860287595,92.40871961158327,92.90493774414062,5268000
2022-02-24,90.78316005120332,90.97138364856144,86.56526348930667,87.94271087646484,10355000
2022-02-25,88.80684327237937,90.67195829881102,88.57583916445698,90.0388412475586,6634400
2022-02-28,87.3352600265602,87.9255899172645,85.61558863086255,86.47114562988281,10381600
2022-03-01,86.47114602682531,87.40370655427685,85.93214746482576,86.78770446777344,5000500
2022-03-02,86.78773199272284,88.54162048858659,86.41984210368285,87.72884368896484,5426100
2022-03-03,86.95026151268402,88.19937403491137,86.95026151268402,87.677490234375,4584600
2022-03-04,86.44550216062868,86.4626104329539,84.91405395587152,85.38461303710938,7054400
2022-03-07,83.28848609742667,83.49381798292531,79.0962548148137,79.73792266845703,14334100
2022-03-08,80.58494453745675,82.44150232021744,79.31015945501845,80.39672088623047,11529300
2022-03-09,81.4661500746568,82.19337232175043,79.86625590914454,80.25981140136719,6427300
2022-03-10,79.5069141788745,80.2769168028272,78.36902177499896,78.61713409423828,8099400
2022-03-11,78.94226023963671,79.07059512554856,75.93925915716989,76.03337097167969,8629800
2022-03-14,76.90603040840989,77.49636692082483,75.60558643415165,76.64936065673828,16030300
2022-03-15,78.13805472317858,79.52405345941246,77.5220523837926,79.27594757080078,8224500
2022-03-16,79.56681741305016,80.85015317777678,79.42137425961978,80.22559356689453,6299100
2022-03-17,79.99459476250618,80.29403846416193,79.50692744055735,79.84915161132812,6728800
2022-03-18,80.58492722847832,81.02125666000015,79.75503577762585,80.3368148803711,9667800
2022-03-21,80.89294164435935,81.27793980088366,79.90049208838325,80.54216003417969,4593800
2022-03-22,80.67048083390632,81.63725802013086,80.0031473312573,80.1229248046875,5860200
2022-03-23,80.40041651227703,80.76461007648135,79.04769377912561,79.125732421875,5038800
2022-03-24,79.2991444817094,80.71257255192789,79.1950929732076,80.27900695800781,4587100
2022-03-25,79.99286184190653,81.05943624403412,79.81076506411631,81.03341674804688,3162600
2022-03-28,80.48712519379292,80.8166326987456,78.90894652786312,79.83677673339844,4097200
2022-03-29,79.91482148421913,81.18949890136719,79.87146227419196,81.18949890136719,6964600
2022-03-30,81.24152256337398,81.49299140005107,80.46977634060349,81.45830535888672,3935000
2022-03-31,81.31956119422934,82.01326878614447,81.08543868597737,81.45830535888672,6599300
2022-04-01,82.34278089695799,84.06837019415273,82.0219399598601,83.92095947265625,5687000
2022-04-04,83.23593498861351,83.7388727506443,82.724330676528,83.4874038696289,5176200
2022-04-05,82.73300050021709,84.1377489720364,82.73300050021709,82.94978332519531,3623500
2022-04-06,83.92095502439162,85.94137227317256,82.81970133036178,85.86332702636719,7381500
2022-04-07,85.02221551748495,86.8258433582237,84.96151659903249,86.42696380615234,8385400
2022-04-08,86.79118157559203,87.53691513398049,86.6004182183403,86.77384185791016,5086200
2022-04-11,87.47618523303625,88.15255306558328,86.34891874349542,87.7883529663086,7200300
2022-04-12,87.61494057146906,87.71032553634882,86.56571257347811,87.13801574707031,5320100
2022-04-13,86.99060427142469,88.09185801683041,86.99060427142469,87.75367736816406,6708300
2022-04-14,87.58024437303085,88.4820615446156,87.3721347536453,88.24793243408203,4370000
2022-04-18,88.00513702145962,88.66415853632203,87.47618649995874,87.62360382080078,7424800
2022-04-19,87.71900022774805,89.04570997874687,87.29410115291186,88.95032501220703,6603900
2022-04-20,88.69885045076316,90.07758587093672,88.69885045076316,89.35787200927734,5796800
2022-04-21,89.63536737984926,91.69046438452234,88.38669615576343,91.10081481933594,5835500
2022-04-22,91.19618943803482,91.22220231630143,88.95898928749973,89.04570770263672,4139900
2022-04-25,88.38668972944028,89.05437788974302,86.92123578081524,88.90696716308594,4580300
2022-04-26,88.9329773921498,89.57465926968716,88.55144414721241,89.11507415771484,4614700
2022-04-27,89.40121742177989,89.5486281248654,88.10919390142763,88.1785659790039,4259400
2022-04-28,88.44737528275917,89.41856453025585,87.53688494975067,88.80290222167969,4399800
2022-04-29,88.98500561956199,89.27982705035596,86.5310227497539,86.71311950683594,4911100
2022-05-02,87.91844704414167,87.91844704414167,83.66950210615421,85.47313690185547,7263500
2022-05-03,85.7506142424216,86.34026379458817,84.4846033307054,85.83732604980469,3839600
2022-05-04,85.57719151583322,87.26809493225666,85.34306235621341,87.19872283935547,3562100
2022-05-05,86.52235266904641,88.05717864380237,85.96738921367877,86.51367950439453,4072600
2022-05-06,85.83731316062743,86.39227658337109,84.9615154371736,85.79396057128906,3384400
2022-05-09,85.38641772366776,88.44739006647818,84.40655514869577,86.60040283203125,7282300
2022-05-10,86.36627128930313,87.21606282631149,85.09158729163379,85.74193572998047,7091500
2022-05-11,86.32292574761989,90.81466626001199,86.279566535247,89.8521499633789,8132100
2022-05-12,90.23367678843938,91.21353934616862,88.25661857437142,89.63536071777344,7908500
2022-05-13,89.99954858185106,90.89269266469988,89.27115492932418,90.55451202392578,2816100
2022-05-16,90.49381174269955,92.4621966379928,90.28570210897408,91.8378677368164,5423700
2022-05-17,92.62695358736977,92.75702458919822,91.49101384381902,92.1760482788086,4199300
2022-05-18,92.78304597360466,92.7917191387047,91.22220703992359,92.0719985961914,5819500
2022-05-19,91.0487809821741,91.20486487134242,86.59172689953972,87.14669036865234,9297700
