Date,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
2022-01-03,333.45894722171585,392.20001220703125,77.0434229775966,120.58999633789062,60.48591668714865,333.6225703383641,394.489990234375,78.48566056333668,123.48999786376953,62.18485146966346,325.70047954467896,380.6099853515625,76.94396267773375,120.58999633789062,60.326342569129864,325.97003173828125,387.55999755859375,77.21749114990234,121.13999938964844,61.63105773925781,1514700,1321900,1815900,2165500,5855800
2022-01-04,326.2780773514467,387.239990234375,77.72309909915028,123.41000366210938,62.23177659921911,332.6985376180618,389.7099914550781,80.78992039327508,125.72000122070312,63.81807184437693,325.61389079366626,376.010009765625,77.69823402311727,120.08999633789062,61.99711681892227,331.9092102050781,380.82000732421875,80.36719512939453,120.72000122070312,63.64911651611328,1919900,1199600,2526700,2409900,8469200
2022-01-05,334.68144943350273,381.1600036621094,80.7484586814927,121.93000030517578,64.74732479847339,339.0034501497475,381.1600036621094,81.67679472342837,123.63999938964844,65.64841742682479,333.36271162592254,362.2099914550781,79.78697342714143,117.3499984741211,63.911929455902644,333.4493408203125,362.4800109863281,79.79525756835938,117.47000122070312,64.05272674560547,1654900,1543600,2102600,2397600,8747200
2022-01-06,331.78404740961577,358.92999267578125,80.85623183960843,118.13999938964844,65.49824381725008,332.57337477040267,371.4200134277344,81.34526186716971,121.1500015258789,66.06142591864646,325.0652177125863,355.67999267578125,79.04100539581529,116.19999694824219,64.59715102276607,325.3636169433594,368.7699890136719,80.15168762207031,119.33999633789062,65.84554290771484,1649400,1660200,1719000,1906600,7923800
2022-01-07,325.3731928638354,366.0400085449219,80.56612052032892,119.80000305175781,65.79860265638726,325.5368453506989,366.989990234375,81.6187884265934,120.41000366210938,66.65276771604981,320.82978739251206,354.32000732421875,80.40863960054119,115.80999755859375,65.5357848414906,323.69830322265625,355.2099914550781,80.90596008300781,115.86000061035156,66.57767486572266,1441000,2212200,1213600,1957100,6443500
2022-01-10,320.9453495958425,329.95001220703125,80.89766072374653,115.80000305175781,66.59644819983627,322.9956325415257,349.5799865722656,81.89230790311444,116.55999755859375,67.02822853259627,318.2789683018563,323.5,79.67093742343012,109.81999969482422,65.5733349119344,322.880126953125,348.42999267578125,81.06343841552734,115.31999969482422,66.12712860107422,1415600,4235900,2366900,3198200,5922700
2022-01-11,321.68646912324687,345.80999755859375,81.80113564193107,115.0199966430664,66.94374469341074,323.88116301462355,347.489990234375,82.39792271316516,116.80999755859375,68.3329338029999,318.61581885132426,337.04998779296875,80.5744059595307,113.06999969482422,66.27731174827792,323.8426513671875,346.75,82.33161163330078,116.0,68.22968292236328,1571700,1703100,1707800,1718900,6883000
2022-01-12,325.65238838097747,348.8599853515625,82.96985349949627,116.63999938964844,68.52066367378931,329.12733827416014,354.44000244140625,83.67439146101137,117.66999816894531,69.32789398312018,324.56466176448475,345.4800109863281,81.72654898254945,113.98999786376953,67.92932353794187,328.5209045410156,352.7200012207031,82.79579162597656,114.0,68.59575653076172,1274400,1461600,1355700,2593600,6861800
2022-01-13,325.62348708818155,353.8999938964844,82.96154840121001,115.29000091552734,68.83980304184658,327.22138286382824,354.8500061035156,84.42865101378676,116.62999725341797,69.59071734871615,320.3389010332916,335.7300109863281,82.72118180191157,113.19999694824219,68.38926018672448,320.9356994628906,336.2699890136719,84.02250671386719,113.87000274658203,68.63330841064453,1446200,1479400,1343500,1710400,5486500
2022-01-14,316.83506766493434,333.5,83.88988213465072,113.98999786376953,68.52066229761152,318.3655753563943,335.4800109863281,85.31553870002438,114.9800033569336,70.18205054757671,313.0039954956968,325.7300109863281,83.25165539603564,112.2300033569336,68.46434623663777,316.33453369140625,328.9800109863281,85.21607208251953,114.80999755859375,70.15389251708984,1850700,1850400,1492200,1349100,7237100
2022-01-18,310.7515753969378,325.07000732421875,84.07224569595937,114.16999816894531,70.36977449394628,311.68528484156207,336.3299865722656,84.88454070492213,116.5999984741211,71.223932351354,306.5450799546721,324.0,82.80407619087654,113.25,68.98997387073196,309.1440734863281,332.5299987792969,83.69925689697266,115.20999908447266,69.97554779052734,2207400,1376300,1801200,2450200,7808700
2022-01-19,313.1869091719578,334.3800048828125,84.32919189201489,114.88999938964844,70.65136762816732,314.5923056236612,338.1000061035156,84.63587592260498,116.27999877929688,71.00805509825447,309.8178587925222,329.0199890136719,82.48081621308259,112.12999725341797,68.72716161407298,310.1355285644531,330.95001220703125,83.61636352539062,113.27999877929688,68.84918212890625,1442400,997000,1505200,1636300,6582800
2022-01-20,311.70453999215454,334.5,84.62756788262925,113.44999694824219,68.18274872862209,315.34311313162067,340.2900085449219,84.62756788262925,116.87000274658203,69.69395836506065,309.2306874424262,321.6499938964844,79.5714656038083,112.12999725341797,67.40367649890558,309.64459228515625,322.5299987792969,79.79525756835938,112.44000244140625,67.5726318359375,1611700,1362500,2889700,1558900,7200600
2022-01-21,308.7012307640428,321.5,79.62949872313816,112.30999755859375,67.06577297049816,309.97182150080556,324.0,79.62949872313816,113.18000030517578,67.23472832553175,303.69577361656286,312.6600036621094,77.4412835811075,109.30999755859375,65.55456317304473,304.2925720214844,313.0199890136719,78.03807067871094,109.73999786376953,66.3617935180664,1921800,1731600,2004100,2195300,10194200
2022-01-24,302.0594586457699,308.19000244140625,76.7201560247057,107.01000213623047,64.81303540198675,304.9279753452753,322.3900146484375,77.72308732331261,108.91000366210938,66.38056104516411,292.7512689817131,296.19000244140625,75.22819477481427,100.72000122070312,63.34875347573428,304.3311767578125,321.6199951171875,77.40811920166016,108.81999969482422,66.07080841064453,2877700,2444700,3094900,4280400,9624700
2022-01-25,298.7577721245955,313.010009765625,76.0736502498048,106.2699966430664,65.61088015923563,304.38890534590354,315.79998779296875,77.72309896956673,107.30000305175781,67.44122369699116,294.8400405788793,305.1199951171875,73.96832072428734,103.68000030517578,64.52205527228975,301.8572998046875,308.8299865722656,77.2589340209961,106.12000274658203,67.11270141601562,1941600,1347900,3404400,2698600,10674200
2022-01-26,305.23591982888075,313.5,78.33646330368003,107.13999938964844,67.94809617701898,305.8519593782303,319.760009765625,79.2896645553458,108.69999694824219,68.70839169405899,294.32020192781505,299.1700134277344,76.18140372846146,103.83999633789062,66.09897566946553,297.37158203125,302.760009765625,77.10973358154297,104.7300033569336,66.62461853027344,2092900,1457500,2052400,2347800,7942800
2022-01-27,299.1042818550324,307.8399963378906,78.41935463406503,106.37000274658203,68.17334636424005,302.3096794898564,312.42999267578125,79.93618754437752,107.58000183105469,68.79285152684739,295.8025903938848,304.45001220703125,77.96347381716019,101.43000030517578,66.21159433847764,299.7010803222656,306.5199890136719,79.44715118408203,101.63999938964844,67.48814392089844,2151600,1421800,2978800,2034100,9207900
2022-01-28,295.8603223313559,303.260009765625,78.7426062449547,101.5999984741211,67.39429473876953,303.18561467679694,316.3299865722656,81.12146409964993,105.44000244140625,68.08888571393973,293.9929331263458,301.6000061035156,77.96346685429208,99.76000213623047,65.81738065916119,303.15673828125,315.9100036621094,79.63778686523438,105.2699966430664,67.39429473876953,1898400,1348400,2880700,2062600,7761300
2022-01-31,298.45935103503444,317.3399963378906,79.22335814042283,105.01000213623047,67.07515249201194,306.9686059886997,334.0799865722656,80.34233083926588,109.62000274658203,67.5163140362883,297.9684228763925,316.4100036621094,77.4578618395316,105.0,66.01449283542605,306.7568359375,333.760009765625,80.17655944824219,109.51000213623047,67.34735870361328,2381400,1903700,2764500,2028500,6729400
2022-02-01,308.4509951915684,335.4800109863281,79.9776115971041,110.12000274658203,66.7090902375262,310.02962062349917,346.1300048828125,82.79576899669512,112.54000091552734,69.65641686661425,304.10972384613115,333.3900146484375,79.86986084497711,108.95999908447266,66.43688399964876,309.38470458984375,344.9100036621094,82.49737548828125,111.08999633789062,69.47807312011719,1875800,1818600,2374300,1874900,7660300
2022-02-02,308.34506138390003,348.8599853515625,82.24043241857153,110.66999816894531,71.60876761777638,312.3686918967173,353.6199951171875,83.57491281325478,110.80000305175781,73.94597663934739,308.02742103130646,344.3999938964844,81.39498199119868,107.61000061035156,71.3834962709525,310.23175048828125,349.19000244140625,83.16876220703125,109.44999694824219,73.68315887451172,1730400,2267600,1657800,1534300,12585400
2022-02-03,307.132233306621,338.0,82.92840395511735,107.87000274658203,73.75825683843242,307.56537925596245,345.4800109863281,83.90647031183856,108.93000030517578,74.05862104216214,299.34491834230994,329.25,82.26530576203506,105.76000213623047,71.92790642965186,300.13421630859375,330.3500061035156,82.89524841308594,105.83999633789062,72.2470474243164,1556300,1664300,1398800,2440200,7069300
2022-02-04,290.1330533512512,329.75,82.67144526252778,105.55999755859375,72.8571726318718,293.0208113867459,339.5199890136719,84.27116371052627,109.25,74.09617601034128,286.3789737802668,329.75,82.33989618532816,104.7300033569336,72.56618962879489,286.8313903808594,336.3699951171875,83.06930541992188,108.36000061035156,73.39219665527344,3291600,949900,2804100,1380100,6173200
2022-02-07,285.60881880433453,336.3699951171875,83.44229064668123,108.61000061035156,73.37341991987985,288.4292174677593,338.80999755859375,83.44229064668123,111.5199966430664,75.61676689356058,284.45373349281266,327.80999755859375,81.98348488680122,108.61000061035156,72.99796283129871,285.3778076171875,332.20001220703125,82.45594024658203,111.0199966430664,74.93156433105469,2533400,840300,2240600,1489500,7263900
2022-02-08,285.42590103254383,331.69000244140625,83.06102164776698,111.9000015258789,75.04419598124808,288.42919309055935,336.1400146484375,84.0390880262524,116.81999969482422,75.52290394526352,283.885787414014,327.6499938964844,82.05809019314795,111.0,73.59869801519847,287.5339660644531,334.3999938964844,83.96449279785156,116.58999633789062,74.42469787597656,1993000,665500,1946700,1941200,7949500
2022-02-09,291.4420737567826,339.2099914550781,84.49496937018438,117.43000030517578,74.40592370286488,293.55977413387797,343.57000732421875,85.57249606003414,118.83999633789062,75.82327085181743,290.46024687783046,335.0,83.73240452920551,116.72000122070312,74.40592370286488,292.77044677734375,339.6400146484375,85.03372955322266,118.0199966430664,74.8940200805664,1880800,703200,1347500,1617800,5570300
