Date,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume
2022-01-03,567.5471072817721,50.830846377650204,72.57089742607201,147.50419748580921,192.30970434057335,77.27300422639135,571.8108950169419,51.80753830513139,73.29822806128482,147.80500314537628,193.52854457304989,77.72157500987225,561.0625911202636,50.805141722346306,72.2455065195904,145.63359994128538,186.397794698242,75.58839403668178,569.9188842773438,51.74756622314453,72.30293273925781,146.40440368652344,187.00242614746094,76.09676361083984,305900,5677600,4814900,1103400,1227000,1267700
2022-01-04,577.3893770420709,52.4243970116413,72.45603734497914,148.09637449654375,187.18476012053614,76.79452111219013,578.322072115431,53.855167545479695,74.02555073104494,150.73776099423338,188.45160416712483,77.5919674338704,565.3619316907304,52.38156027503779,72.45603734497914,147.77677929496727,185.9947104765496,76.33598776608,572.0863037109375,53.4182243347168,73.4226303100586,149.45936584472656,187.14637756347656,77.44245147705078,305600,5741500,5905700,1684600,1723400,1446900
2022-01-05,574.182608900742,53.52959531545788,73.6618952390595,150.86937490348055,187.55902210565196,78.00067109582078,583.9538129026222,54.06934727563063,74.0064233256536,151.9127711541112,188.72988760479976,78.5987577876791,570.5850400889036,52.792791778638936,71.86269138651487,150.14557388628933,184.6030824277999,75.76781056384343,575.4706420898438,52.835628509521484,71.9105453491211,150.1831817626953,184.91018676757812,76.07682037353516,421300,5194800,5101900,1838400,1355500,1535100
2022-01-06,580.4983989584,53.79519526089946,72.31247722984831,153.43557519044032,185.22693026460303,76.92411134857201,585.4461882987146,54.82329327673486,72.72399639715293,153.48257786892194,188.89308689804002,77.11350838506328,572.4238067073082,53.24687719064952,71.52772059702183,152.01618609679906,184.94861645015885,75.967171109869,572.7347412109375,54.81472396850586,72.22634887695312,152.58958435058594,187.1751708984375,76.53535461425781,366300,7388100,4059900,1390200,1360000,1026900
2022-01-07,578.5263415080129,54.59197013857058,71.70956901277171,152.52377377860265,186.916020964451,76.79453524361817,594.2935109279836,55.851390433719814,72.17850716151031,156.67855513965864,187.45347922316242,79.19685252129096,578.5263415080129,54.32637714752525,71.00137566344353,151.79998705292056,181.54157017549852,76.44565193836515,581.1290283203125,55.68860626220703,71.1832046508789,156.2649688720703,181.6471405029297,78.00067901611328,313800,7178800,5497700,1699600,1112000,1698400
2022-01-10,579.8410722748695,56.348285040637485,70.46544629698612,157.56215871884135,179.39177092894516,77.75145669247506,582.2749819074359,56.52820778318613,70.68556431682453,158.21075839284342,182.65484427323145,77.99068981441305,562.4305292253921,55.16597574217578,67.10630819226911,153.1535742385234,176.80051670899738,75.62824657447227,572.0596313476562,55.937049865722656,69.37444305419922,154.2157745361328,182.48208618164062,76.50543975830078,238800,5931400,7964500,1142100,1906700,1206500
2022-01-11,572.5126744921274,56.13411575580393,69.37443843391647,154.82674764685746,183.31706959732483,76.764617913115,580.9869545688897,56.33117063559383,71.43203469388905,154.94893737361977,186.80087608325903,76.90417120952215,566.2857433687561,55.42302001435493,68.98206368749725,150.8129607062025,182.53010270108607,75.29930069575579,580.4362182617188,56.254066467285156,71.02051544189453,153.3697509765625,185.68759155273438,76.25624084472656,163000,5031700,5682300,1194300,1444000,897200
2022-01-12,582.8524033172577,56.34829604392327,71.2119265724445,153.5295612714708,187.14635447891635,77.00384878555377,588.6618093510124,56.845211302405836,72.17851239585036,154.32854933252906,188.0580902000939,77.29292563535233,581.7686596544946,56.176949110326916,70.07306939857229,152.30756350039138,184.29597036992908,75.66812224346799,585.0198364257812,56.82807922363281,70.2549057006836,153.191162109375,187.37669372558594,76.63502502441406,156300,6632400,5654100,1060600,1364500,698500
2022-01-13,589.3990649608035,57.05083654670703,70.86739298576025,153.6047565705136,187.08877693245466,76.78454904764781,591.7885707436541,57.804778842707314,70.95352135283292,154.8267542929975,189.1521796382508,77.8910127326942,570.3985009051876,56.905190980058755,69.25002550127385,152.7963594011659,180.03479296235525,76.49547219609583,577.9223022460938,57.20505142211914,69.4892807006836,153.266357421875,180.42828369140625,76.86429595947266,377700,7665000,6149400,864800,1507900,748200
2022-01-14,572.4415738210406,56.21978913640517,68.7428077960641,152.75876978226609,177.86583965217255,75.72793708850122,574.8399712493034,57.92471531135641,68.87679012780349,153.69876593601552,178.56643481614174,76.60513039604496,562.927954182965,55.79997803691845,67.25942259274876,151.51798231778244,172.27064103020564,75.09993959785393,573.2854614257812,57.75336837768555,68.12074279785156,153.41677856445312,172.75050354003906,76.41574096679688,273000,6997900,6631100,1263200,2406700,763100
