Date,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2022-01-03,79.57039814881198,45.16287781320342,22.512107722042238,84.6998602330932,61.29346333091396,116.18846187857744,131.29574752118097,120.6360980840749,592.0800170898438,236.01358298082488,80.4569755179768,46.898137531135596,22.856726081352704,87.73083183217514,61.59240637560963,117.00036413025438,131.66578119360392,123.08955443793295,599.72998046875,236.9389855606672,77.95423994498337,45.15364574180285,22.41733915216777,84.61129653763771,60.54156140890989,112.26428855558872,127.94646430017563,119.94458143319154,578.489990234375,227.27596035990663,79.01628112792969,46.82429504394531,22.83087921142578,86.37279510498047,61.547115325927734,112.97953033447266,129.5404510498047,122.32225799560547,583.9000244140625,227.96755981445312,2170200,38978100,8747600,2437800,3501100,759100,1251400,1184809,272600,2772700
2022-01-04,79.22868826590411,47.608854174183605,23.0290316247511,87.43561051425888,61.483701179849504,112.01297178814511,130.15717180213494,122.10435854894372,584.75,227.9578347878671,81.89765735656265,49.057979491573505,23.227186013922314,87.78003742241185,62.98749808429733,114.75796519517888,131.1629181044448,124.83252733506973,589.280029296875,227.9578347878671,79.16404222393243,47.55347231047954,22.91703181795145,85.07381420301307,61.39310525917931,111.5876893538063,129.3127352250311,121.48862924130508,574.3099975585938,216.38557540442469,81.39895629882812,48.68877410888672,23.037647247314453,86.09725952148438,61.93665313720703,114.17803192138672,130.2330780029297,123.56317138671875,587.5999755859375,219.2883758544922,2885300,43855100,10912100,2292300,4197000,925400,935900,1400800,346000,4664000
2022-01-05,81.88843252888056,48.845684401703046,23.235800593088523,85.26078969778116,61.936644297574155,114.40035040017014,130.46078456430314,124.18837863216042,582.4000244140625,221.11963042953184,82.71960108363119,49.048747715502635,23.752726420843526,86.37279868741017,63.241141048766416,115.56986982002262,130.93518741726425,126.54710986681856,586.9199829101562,221.11963042953184,80.17992369438218,47.99651694582021,23.05487745716832,82.40695287918642,61.74640533201482,112.5252493700114,128.5157299716374,123.07058966845275,557.47998046875,210.01495008904925,80.32769012451172,48.264190673828125,23.089338302612305,82.9088363647461,62.54359817504883,112.62190246582031,128.5821533203125,123.15584564208984,558.1799926757812,210.9500732421875,1770100,35072600,12981700,3439900,4166000,1090200,977900,1895715,403700,4749400
2022-01-06,80.974142022809,49.057981786219365,23.477034452457147,83.90276611001447,62.670423874923415,113.05684808671498,129.03756200833394,123.98944613448636,555.0,209.89807902633797,81.50054754380591,49.53794387675715,23.701035712314233,84.72939072302695,63.02372579675646,113.75276214828442,130.5841197740678,125.38194797052782,563.0599975585938,214.84648559275033,80.2907399709284,48.60570534732337,23.132417761623937,81.89523953962781,61.891346069984564,112.06130722747578,128.35442081596221,121.89595900519576,548.4500122070312,208.09601139953418,80.92796325683594,49.50102615356445,23.640727996826172,83.29263305664062,62.05440902709961,112.46725463867188,129.91046142578125,122.13278198242188,555.1599731445312,211.78782653808594,1297300,29720800,9677000,2583200,2296000,703400,862400,1088813,338300,3103400
2022-01-07,80.90948799223953,49.71331054557413,23.70103604683354,83.23358464846541,61.84605572128956,112.09997007265946,129.37917191697903,120.49400222920946,552.1400146484375,211.505340229219,82.59029203776377,50.94091180184791,24.174883798009397,85.00492619623913,62.896907554471866,112.80554428236573,130.10025918242175,122.63485568811805,553.5399780273438,211.78782135696923,80.15220280790201,49.65792868761322,23.56318936855467,83.14501344170793,61.37498873808597,111.43305120050132,128.3924201601822,120.33295901312424,530.1400146484375,205.319828456645,81.11266326904297,50.55324935913086,24.131807327270508,83.20406341552734,62.597957611083984,111.56836700439453,128.42088317871094,121.39391326904297,530.8599853515625,205.62179565429688,2817400,35149300,8981500,1720400,2673100,765000,833700,1690230,432800,2206500
2022-01-10,80.73403144272986,51.22705306185461,24.192114170460012,82.79074425452814,62.951254899401015,110.72745924941209,127.86109894991976,120.62660440070749,527.3699951171875,202.7287089823412,80.90950231209597,51.74393990985984,24.27826875209029,83.3516702084088,63.60350675960712,111.07541624803264,128.0888176154056,121.14760900132329,536.0999755859375,207.09266662597656,80.04139217425231,50.28558247495415,23.81303499724396,78.54935691041196,62.7519549519494,107.98247334269169,125.45113793679516,118.8836098982787,516.0800170898438,200.8194905188261,80.84485626220703,51.088600158691406,24.080114364624023,80.86194610595703,63.286441802978516,110.4375,126.6276626586914,120.20980072021484,535.4099731445312,207.09266662597656,2519700,34733500,10025000,3340000,3760600,1062700,1606900,1942065,403400,2232200
2022-01-11,80.80791733706299,51.28243347656148,24.717656148349405,80.0353201247419,63.141493274065745,110.80479167569084,126.30503987643543,120.84447435012929,535.1500244140625,206.50821160182792,80.88180055249934,51.80854886009232,25.010580745965832,84.827790423952,63.43138221901721,112.3512632261994,126.5232756626869,122.28433474641557,539.02001953125,207.62841529482796,78.27747709844336,50.97783850662073,24.088728839783556,79.83849939392697,61.73734650475298,108.92003062572071,123.80969014295273,119.9919221010714,521.5999755859375,202.8456184827742,79.72740173339844,51.74393844604492,24.87273406982422,83.94212341308594,62.14500045776367,112.30294036865234,123.97098541259766,121.61177062988281,538.5700073242188,207.28749084472656,1843200,25073700,16557500,3198800,3405400,976300,2338500,1488041,443500,2287800
2022-01-12,79.45956109677557,52.066986880802595,25.01058115582291,84.79827117621963,61.909460792846446,113.13417129608162,124.39792712342104,121.3086362012924,539.969970703125,210.44353423337992,80.51237200086878,52.343889138957785,25.3465822290165,85.67410280200325,62.20841069796841,113.66576697915217,124.63512856981016,121.79175087760663,547.3699951171875,210.70654411636735,79.36721062281624,51.46702905396364,24.993349910207332,84.168459838756,61.46556987740607,111.41371384457716,122.03539550543945,117.48163101029273,535.0499877929688,205.68995945363272,79.70890808105469,52.05775833129883,25.15704345703125,84.43416595458984,62.13593673706055,112.29327392578125,122.53826141357422,118.95938873291016,538.4400024414062,207.29721069335938,1888100,34159400,11654100,2636000,2178100,771800,2539000,1902307,306700,2451400
2022-01-13,79.91210119666097,52.24235737150593,25.157043922801684,84.55224444374429,62.27183779796594,112.44792915850095,122.67110575167864,119.527747214732,539.8200073242188,206.96605960061046,81.52825951247058,52.77770478760067,25.3035062267217,86.04805188717489,62.77914872779076,113.085852893909,123.00319360045033,122.70113311011184,544.6099853515625,208.06679220559698,79.31181241303918,51.46702893781912,24.84688806902704,82.5742468821242,62.081598791093704,110.11855773259929,121.91207263042124,119.41407755654966,524.3800048828125,201.0532931374737,81.0018539428711,51.68855285644531,24.924427032470703,82.88915252685547,62.525489807128906,110.5921630859375,122.21568298339844,121.31810760498047,525.7999877929688,201.63775634765625,2236600,34037300,7387600,2403800,2628600,1168400,1667400,1861622,312500,2347400
2022-01-14,80.89103773605699,52.47311349157844,24.933042670017315,90.03357907563367,62.57984407531635,109.4129563914922,121.56099920479376,120.16244533577593,520.239990234375,201.57932661463872,81.43591769013277,54.337593986182576,25.277659372600617,90.90941066702241,62.860672077144876,109.6352651188818,121.9689932430744,121.11919858792656,533.219970703125,202.02740222432848,79.75511314453477,52.048529765748725,24.864119329500653,87.61274043458738,62.09971610644887,105.88507093397003,119.87212597312741,118.18262779978359,517.5999755859375,198.14077066370487,80.8171615600586,53.58995819091797,25.234582901000977,90.01390075683594,62.480194091796875,107.8084945678711,120.55526733398438,120.66450500488281,528.0,200.83900451660156,1807100,56739600,6066300,10750500,3011500,1725200,1493500,1446738,321900,2209100
