Date,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
2022-01-03,155.74065499094934,120.85362871597906,165.2969970703125,566.6500244140625,145.13999938964844,156.17163781121494,121.1124481531299,172.83999633789062,575.0,151.64999389648438,150.7745778747057,119.1578677323123,165.22000122070312,553.27001953125,145.02000427246094,153.27230834960938,120.862548828125,172.67999267578125,564.3699951171875,150.24000549316406,1606300,6839800,4224900,2862700,59396600
2022-01-04,152.30258520080787,120.7822244076788,174.1540069580078,563.9000244140625,151.00999450683594,152.43971471535363,121.57655016359959,175.89999389648438,564.2999877929688,152.4199981689453,146.63126718310326,119.93435074303169,167.1999969482422,541.3099975585938,140.6999969482422,148.09072875976562,120.63050079345703,170.8000030517578,554.0,144.4199981689453,2234000,6298300,4080000,4344800,80200500
2022-01-05,147.7381157292294,120.48772620338585,169.88299560546875,535.0,142.82000732421875,149.96158685459824,123.29910103406692,175.10699462890625,538.75,143.75999450683594,145.48526077389508,120.48772620338585,162.24000549316406,514.0,135.2899932861328,145.5538330078125,121.26419830322266,162.25,514.4299926757812,136.14999389648438,2370500,7724900,4804600,7394800,65403200
2022-01-06,145.79870167012348,121.73721075497053,160.2899932861328,510.0,136.19000244140625,146.88594816798224,121.96926988292228,163.72999572753906,526.3099975585938,138.0,142.59572983383748,120.63051750533025,156.33999633789062,508.20001220703125,131.77000427246094,146.0631561279297,120.69298553466797,159.75,514.1199951171875,136.22999572753906,2298300,4667000,5049600,3913600,64802900
2022-01-07,146.06316493728238,120.71083645492911,159.17999267578125,513.6599731445312,136.27999877929688,146.66066106576335,121.23740910891892,166.8800048828125,520.4199829101562,137.44000244140625,142.11577762725128,119.71123906179685,158.4550018310547,504.0,131.1300048828125,142.17454528808594,120.380615234375,166.0500030517578,510.70001220703125,132.0,2058600,8630300,5624600,3605400,58441100
2022-01-10,140.35267981150446,120.55911943925379,159.75999450683594,500.0,129.0800018310547,142.33127584859434,122.18346529223253,161.6999969482422,526.5800170898438,132.4199981689453,137.97249975742923,120.10394851957987,152.10000610351562,497.010009765625,125.02999877929688,142.18435668945312,121.7282943725586,160.7100067138672,525.8300170898438,132.0,2548100,9794400,6973600,5429700,84671300
2022-01-11,142.02760681646654,121.24635132839356,160.7100067138672,525.5499877929688,133.4499969482422,143.92784063695643,122.35304462869601,169.38999938964844,535.1799926757812,138.99000549316406,140.86199854847564,120.30922189748057,159.0780029296875,520.97998046875,131.58999633789062,143.6339874267578,122.2459487915039,168.61000061035156,529.8900146484375,137.30999755859375,2194200,7159400,5331600,3422200,77153900
2022-01-12,144.77022190603643,121.84432348332433,170.24000549316406,533.0900268554688,138.58999633789062,147.30712540285802,122.62079552529663,171.0399932861328,541.5900268554688,140.57000732421875,144.52534670489158,121.40699279222258,165.11000061035156,529.280029296875,135.77000427246094,146.44515991210938,122.53153991699219,169.5399932861328,532.3699951171875,137.47000122070312,2250800,6589300,3534300,2901800,69669600
2022-01-13,146.39618890852134,121.73797881848841,170.23300170898438,532.219970703125,139.44000244140625,146.47453581617245,121.84618595207726,171.99000549316406,535.27001953125,141.25,141.88068984586266,119.844271421833,165.76499938964844,516.3200073242188,131.80999755859375,142.19412231445312,120.40337371826172,166.0,516.9000244140625,132.74000549316406,1741800,8386400,4893800,3406500,76618100
2022-01-14,141.08727724104995,120.25010432612177,165.75,514.489990234375,131.67999267578125,142.1745236389258,122.6848617302894,167.6300048828125,522.5700073242188,137.0,139.44172320426216,119.29422396584371,160.24000549316406,511.2699890136719,131.42999267578125,141.7141571044922,122.52253723144531,163.99000549316406,520.5999755859375,136.8800048828125,2225400,10484500,4144000,2659800,71078400
