Date,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume
2022-01-03,131.8090821239402,396.31058289188695,22.080700065483164,54.90529111397376,81.42023084207042,282.13214623528154,132.18722773368978,397.1420792237267,22.343027934164148,55.270514201690276,81.64787883240658,282.57686754972764,129.7104352951453,387.1162891605428,21.746007911015052,54.3995959591264,78.66955303958166,273.9791200549112,131.44039916992188,389.19024658203125,22.05356216430664,54.56816101074219,79.2671127319336,274.0625,6688100,2129900,2741200,3231000,840000,1130100
2022-01-04,131.87525931904918,390.71949213610185,22.098796108782842,55.12067411729126,79.45680218382131,277.9444207475084,132.0170549032438,393.1662056507831,22.306848213797235,56.525380374827314,81.66683563251402,278.6022146265663,127.39433133636294,385.3577577349286,21.954064059612648,54.689898389011525,79.28606983077705,276.37866491537994,128.34913635253906,386.4090576171875,22.11688804626465,56.356815338134766,80.58553314208984,277.4070739746094,8241200,2516300,4105000,4813000,2043200,1667400
2022-01-05,127.76298302555968,386.05539635932905,22.026431757898735,56.525386685215366,80.63296821498047,279.9641010083885,129.54023084485826,386.0936344573847,22.144025909781735,57.50868046079312,81.49610995522025,286.5513974846812,127.6873683490065,379.52764842999585,21.094717610893998,56.17889343660005,79.02998139323243,279.8807210876714,127.77244567871094,379.6040954589844,21.103763580322266,56.26317596435547,79.23865509033203,281.8726501464844,5948200,2471400,6392500,4121300,1071800,926100
2022-01-06,127.62120795548145,367.66678507340254,21.112806359201176,56.88124899719528,79.58010652612262,281.8449076602282,128.76507846257755,374.8444635388515,21.43845430803823,57.358847626000816,80.46222240227533,281.8727009721454,126.56242921652064,359.1319604691847,20.94998238478265,56.310001126812864,78.20476067805248,275.62822518700744,127.75355529785156,361.2728271484375,21.022348403930664,57.30265808105469,79.76980590820312,276.1099853515625,5710200,4386600,6035900,3607700,939100,808500
2022-01-07,127.50777838602997,362.3145952343323,21.02234818496088,57.4712199753475,79.98797243990188,276.7770381157942,128.73671187809515,363.1747628131873,21.23040027217659,58.41705761519003,80.13025060493716,276.7770381157942,127.03510721991897,353.7606660236057,20.787158193844093,57.087267036931564,77.91073004546364,272.52449197904497,128.15060424804688,354.3436584472656,20.895708084106445,58.21103286743164,78.86872863769531,275.5448303222656,4367500,3469000,4655400,3728000,1299900,945000
2022-01-10,127.42268472160622,347.33802464195395,20.940939640569944,58.62308001815029,78.68851160308095,273.5991857212928,128.0938841144222,356.8477017580864,21.085671701147408,58.932117146259046,78.97306794203615,274.7202201582438,126.60024152071229,344.2796187266138,20.515789428291427,58.17357439100832,77.41750969196923,271.74622315325786,127.86699676513672,356.49407958984375,20.76906967163086,58.913387298583984,78.62211608886719,273.4046325683594,5975600,2952400,7277100,5676400,1122200,1019100
2022-01-11,127.83861649678437,353.1586049333714,20.805252187607923,58.96020894736041,79.12481410130057,273.849389621507,128.53817488941138,359.15113697443957,21.1580363465057,59.22242323719144,79.6939194569462,275.7209003488447,126.71365701631763,347.7586030736777,20.805252187607923,58.44515064987743,78.2237312245756,272.5801144889888,128.28292846679688,358.5107727050781,21.112808227539062,59.20369338989258,79.39039611816406,275.6653137207031,5709400,2407000,3959500,2594100,855400,542000
2022-01-12,127.51721969718324,362.0657518515861,21.2032655578251,59.41907911216043,79.9025907013805,276.59173410292016,128.28294463676914,367.4222324503227,21.43845556518312,59.83112502067575,80.36736645345297,278.0277688025409,125.28621133720557,360.88712317524147,21.031395605266923,59.12877184812623,79.0679033540244,274.3681846466832,126.41117095947266,361.4333190917969,21.1942195892334,59.31606674194336,79.6559829711914,277.7127685546875,8416000,3143400,3596600,3007100,756900,959700
2022-01-13,125.59532080180408,362.42028596778874,21.203262244272715,59.57827301973452,79.7698253744501,277.1291288356648,126.01274090934065,363.43600332031065,21.420360280520196,60.14015765940511,80.5760587998889,278.11119691796046,122.78723110834108,345.6896660224621,21.004254417039487,59.194320123518324,78.41345347553283,272.31144222466116,122.99594116210938,346.274169921875,21.049484252929688,59.40034484863281,78.6695556640625,272.65423583984375,7174500,2944100,3049000,2989900,712800,788400
2022-01-14,123.79282346103828,342.12507993053396,20.968075578445184,58.819737088774666,77.77794153310018,270.7085692566151,123.88768244232328,344.36732565924274,21.031395633329506,60.009055531618195,77.77794153310018,271.24591596202663,120.50090703138588,335.1108573477577,20.651473578681482,58.48260700137298,75.69121916708336,267.93839925875136,121.58240509033203,338.5987854003906,20.859525680541992,59.99032211303711,76.42156982421875,269.9303283691406,9256900,3949800,4467700,2791500,1346100,1478500
2022-01-18,120.86141617493145,334.0472198439888,20.62433400488079,59.91540832008555,75.40665839155798,267.67904590435955,121.36421368097224,336.3565484833552,20.760021797621576,60.06524352260879,76.78199706507874,267.67904590435955,119.10636568179375,330.5592916999811,20.3167779985944,59.15686559786306,74.71424186626261,263.3430910207009,120.07401275634766,333.73101806640625,20.43437385559082,59.61573791503906,76.5069351196289,265.52960205078125,5850100,3425600,4523800,2691300,867200,1086600
2022-01-19,120.24476687403528,336.3373769229076,20.443420182354277,59.71875641672701,76.90531539359355,266.1966292336173,121.03217024034844,341.1955904967186,21.02234833360161,59.896684621627394,76.98119805159035,268.67031861367127,119.37198608232428,329.1506808348113,20.416282278261313,58.726095865393184,75.41615260410707,264.32511880448783,119.58069610595703,329.3806457519531,20.86857032775879,58.772918701171875,75.45409393310547,264.5752868652344,3996400,3374700,5725900,2939800,791000,814500
2022-01-20,119.76094533242058,331.0192559335416,21.04044303648642,58.96957967827731,75.91885253182733,264.5660367516218,121.3452409321055,341.07103951851917,21.755057351486535,59.32543608416206,76.67765730196511,269.39299711919574,118.21460490734196,327.75170104839196,20.986168946505423,57.8926366054517,74.04079679534367,264.5660367516218,118.3094711303711,328.3745422363281,21.158037185668945,57.96755599975586,74.18307495117188,265.88165283203125,8652600,2817300,7856900,3116800,1016600,1073700
2022-01-21,120.30170084448777,327.12885886304946,21.085669354451312,57.986278733587056,74.20206702470311,266.0576596559609,120.56732918635592,329.7064604567039,21.23944736736817,57.986278733587056,74.82808092926732,266.1966262025894,118.45178400802776,321.2453359152146,20.70574730638273,56.8531497566097,72.77929959838431,261.2306715026526,119.37200164794922,321.6094665527344,20.76002311706543,56.993621826171875,72.86466217041016,261.70318603515625,10132700,2830700,5997300,6141100,1516300,1503900
2022-01-24,117.64539981522604,314.5856519729053,20.35296187008313,56.33809636410768,71.7074579274674,258.6180478751587,118.11024937250971,325.39444241512865,20.470556001737595,57.77089588012534,74.8944567008275,263.1207341915793,114.48630466119566,305.7699884166199,19.48456965845706,55.64510623816343,71.3280519331974,253.8929867824173,117.46514892578125,324.83868408203125,20.43437385559082,57.57423782348633,74.72372436523438,262.0182189941406,10864500,4544500,10357800,5200700,1828500,1351800
2022-01-25,116.76313098095683,318.04483958978824,20.000178811346267,57.01235515649784,73.12074838100214,258.24738336866426,118.22409398010706,325.4998377413028,20.190138970718934,58.41706164852081,73.12074838100214,260.5265476785063,115.34959747451872,313.54116506367467,19.692622788735434,56.01969461608774,70.74946962063909,254.43955887303989,116.94337463378906,320.9578552246094,20.054452896118164,57.96755599975586,71.51776885986328,258.88665771484375,9126600,3625400,9369900,3705400,2225200,788100
2022-01-26,113.07277516417842,327.1575681840185,20.389147585709832,58.40769090537205,72.66546598730024,260.6192247782838,115.43497805739261,329.5914414251444,20.877617817594697,59.20369333930477,73.1302345921811,261.35115305229886,112.89252427989528,314.34606065312283,20.072545582915545,57.63978502854017,70.28470011593616,253.7354742795259,113.90760803222656,316.1092224121094,20.280597686767578,58.21103286743164,70.8727798461914,256.0887451171875,14753100,4422200,7061000,3617300,1565100,1171100
2022-01-27,114.77092281679218,323.43008117172906,20.633383082558975,58.70736315628959,73.0448643968875,257.99724645577305,116.8485200937323,327.4546428224125,20.832390955056997,59.56891829652531,74.85651739439615,260.07255550171425,113.59455836978148,317.18245700926303,19.936860704842548,57.50868147146062,71.73591404322094,252.55880579679908,114.25863647460938,319.43426513671875,19.96399688720703,57.958187103271484,71.94458770751953,255.5698699951172,9179500,2778000,6652600,3478900,2221600,1062100
2022-01-28,114.57168484097929,319.95172625652157,19.810215767438144,57.742798128200604,71.7827438228773,254.75461107140322,119.08738807649723,328.7290818653286,20.054451722633303,58.40769163951047,71.92554913968502,257.2375746265616,113.47122360415585,313.5028825667646,19.55693556976193,57.02171507433589,70.16429567135661,252.05854659940286,118.9166259765625,328.5278625488281,20.036359786987305,58.38896179199219,71.87794494628906,257.21905517578125,8286500,2457400,4187800,2936000,1625000,1025200
2022-01-31,119.07789979131593,330.58800327184906,19.81588098609063,57.995646795000184,71.63993866833218,256.33884559233036,121.39267332524582,338.9245820079742,20.244085604802212,58.89465805855974,72.8490081914985,261.7216998155824,118.70791644618176,329.1890013590136,19.679220085458223,57.6491535403195,70.77359173754849,255.90339823967983,120.9183349609375,338.8095703125,20.207643508911133,58.829105377197266,72.7538070678711,261.37890625,7210000,3159300,9913700,5175500,3020800,1234300
2022-02-01,120.83296481948183,339.4228802857552,20.244086622876363,58.65117626124629,73.23934334585282,262.1942071820041,121.1080819559182,341.7992917509997,20.33519447379232,59.12877487116252,73.6011105264476,264.08423694553875,119.76095541925913,334.30595596901424,19.961653849000836,58.220396911736835,71.31625447139382,260.5357977428352,120.67168426513672,338.65631103515625,20.189422607421875,58.894657135009766,71.94458770751953,263.7043762207031,5602000,2087200,6924800,4251400,1191400,990800
2022-02-02,121.66778844410682,339.59536877770705,20.125646360463815,58.90402006196183,71.77324108893903,263.51908287389244,124.02999867074969,345.0572699651253,20.371637021060458,59.81239439069555,72.4396563977924,265.45542549721955,121.29780510505748,338.7425626424627,19.906988574734893,58.7167251705977,71.13538539855335,262.4258416696351,123.36591339111328,344.4535827636719,20.326082229614258,59.643829345703125,71.59235382080078,263.4449768066406,7450500,2603200,5703500,4037800,1240100,930000
2022-02-03,122.02831242125376,330.85631022953135,20.080092839141507,59.6438341075219,70.94496252795659,261.47152290721885,124.21975371078199,337.22850801514966,20.280528703624316,59.93414139093137,71.81130953033075,263.537586142188,121.67729213014898,329.6106279831062,19.779436435810943,58.623080619063465,70.42135267304738,259.3313536174982,123.4323501586914,331.1150207519531,19.82499122619629,59.70002365112305,70.53559112548828,260.23004150390625,5613300,2706300,5251400,3899000,956400,1089500
2022-02-04,122.91056150147377,330.4825950815416,19.706553017665126,59.62510265311935,70.19286941770324,248.6490611979311,123.8212975810514,335.89656639355064,20.12564845387519,61.123454718579836,70.97353032751914,249.2234750925254,121.99983989755503,326.6113536672653,19.597224982297487,59.45654117156402,69.38364163102483,241.5058981370826,123.05287170410156,332.9835510253906,19.961654663085938,60.58030700683594,70.05006408691406,243.7386932373047,4149700,2142800,6201000,3633100,1060300,2883400
2022-02-07,123.20462650251122,331.71875513706885,19.916096864236316,60.73950188711232,70.07861344435754,238.72647647088192,123.28052236826309,333.7214444839816,20.10742174945969,61.67597276770954,71.27816787869811,241.65413283454384,121.12702965180777,328.6811943103008,19.679217193671157,60.533477150227995,70.07861344435754,235.49303713566144,121.47804260253906,329.59149169921875,19.861431121826172,61.123451232910156,70.31661987304688,235.6783447265625,4035200,1265100,5478400,3251600,1188100,2333700
2022-02-08,120.98474315610595,325.7777530155282,19.95254540316542,61.55424354064447,70.48799301329872,233.47332243853813,122.32238082992646,331.47918134259396,20.55385486211308,62.09739130449415,71.88747213935491,237.19776764166667,120.63373739549733,325.6627413079729,19.879659460800188,61.09536759477412,70.34518768675368,232.778461359852,122.04725646972656,330.6551208496094,20.490079879760742,61.844547271728516,70.63079833984375,234.22377014160156,3890900,2197700,8517400,3520100,921300,2899200
2022-02-09,122.87261383688694,336.94108526874754,20.745177546502255,62.01311234180791,71.4780892865512,237.3274671814896,124.07742285870978,341.63638782645137,21.018499343231262,62.32214949440462,71.90649793413631,240.93146494833377,122.77774037384444,336.83566517993177,20.699622755222354,61.75090159828594,70.42134020823646,236.43803886082227,123.79283142089844,340.67816162109375,20.93650245666504,61.844547271728516,71.06871795654297,240.2921905517578,3434200,2430500,4202100,2597400,727600,1482800
2022-02-10,121.97137497290056,331.6324858717989,20.62673677778516,61.62914699550683,69.73587151965005,239.059992632031,123.25207988191481,336.89313809550595,21.009388334936965,62.71545665755801,70.82118006530196,241.79312405013602,120.64321885626647,325.7873004883792,20.24408522063335,61.33884330586131,68.36495240371983,232.6857961262972,121.20294189453125,328.0870666503906,20.362525939941406,61.38566970825195,68.76480865478516,233.82537841796875,5917700,2457700,7026300,4416100,831400,1739100
2022-02-11,121.2219245512563,329.57225836519916,20.36252215372082,61.32010939213404,69.02187489033615,232.55609291882644,122.30341556174793,330.5688216100558,20.617621985896864,62.32213283398568,69.43124630091062,233.15831431566303,118.72690708632031,313.6178010433412,19.606330138258325,60.786321337029996,67.17494239657492,225.87616989000287,119.04945373535156,315.4288330078125,19.6336612701416,61.16090393066406,67.88896179199219,226.42279052734375,4803200,3091600,8335400,4311200,758300,1691500
2022-02-14,118.58460220642242,309.5836794335158,19.724772899264824,60.982988675714246,67.75567868510575,227.04352717130146,119.12534770297052,314.1735906984873,19.770327690745294,61.42312400506871,68.84098758398865,227.83104200759448,115.71960140176033,308.0313578107369,19.260124452589693,59.66256125353259,67.3272699536344,222.7076010518573,116.4785385131836,312.50628662109375,19.551668167114258,60.14016342163086,67.81280517578125,225.58895874023438,7433900,2689900,7996200,4035800,945600,1730500
2022-02-15,117.81616460276238,318.82098750975604,19.815883149768716,60.78095196199295,68.67913198013511,227.75691580878296,118.98303291943552,319.4054913912123,19.934322146519015,61.289816608599146,69.7073214578361,230.61973983569754,117.07619791651523,313.67531805825644,19.606336296736284,60.630174056560186,68.51728935773204,227.36779533165722,117.616943359375,315.6492614746094,19.642778396606445,60.83749008178711,68.98377990722656,229.60987854003906,5298000,2395600,6016400,2648700,952400,1317400
