Date,Open,Open,Open,High,High,High,Low,Low,Low,Close,Close,Close,Volume,Volume,Volume
2022-01-03,61.28697768669925,37.0811008035385,60.73007328022075,62.13090604053485,38.21245458460333,61.25012351504932,60.49659441638694,36.95431009724422,60.356556617713494,61.654972076416016,37.890602111816406,61.2185173034668,10602000,6434900,1689100
2022-01-04,61.76292741433973,38.388009886721186,61.218521003894054,62.19806404603311,38.62208103063153,61.544155243708005,59.69943739149088,37.48097583295767,60.49064280391769,60.51106262207031,37.70529556274414,60.624725341796875,14566000,6132000,2269100
2022-01-05,60.57819837578578,37.53949388091346,60.691765686528406,60.75752063395565,37.900355716032664,61.443588751166715,58.69317493600317,35.969252118768466,59.87769105981561,58.795162200927734,36.057029724121094,60.45233154296875,13994000,8088700,1735700
2022-01-06,58.93878668046654,36.41789654152604,66.1795989077277,59.97478504913418,37.383450332501106,68.55478893777018,58.38296940914115,35.930243938517116,64.18750498665342,59.653533935546875,36.89579772949219,64.95369720458984,11896000,5588000,5555900
2022-01-07,59.311032586156855,36.93480386820973,64.93454341087238,59.764862582197225,37.656531294330804,67.68803609381139,56.8047487818724,36.86653280742049,64.40778536613871,56.88124084472656,36.96406555175781,67.27141571044922,15698000,5827700,3026100
2022-01-10,55.97442653824211,36.096043887409756,67.27142182012192,56.75630941918598,36.59345162388449,67.6928282941815,54.664769794848965,34.50629908697565,64.83876979551142,56.45630645751953,35.53036880493164,65.64327239990234,16246000,9357000,2278600
2022-01-11,55.481498473443864,36.69097727055321,65.5570590484145,57.24329292443467,38.44652572799951,66.65845746037961,55.41265755789632,36.3398668349652,65.5570590484145,57.214393615722656,37.890602111816406,66.39987182617188,9189000,17029400,1711600
2022-01-12,57.71326804688232,38.280730936136486,66.6297205038127,58.55804599762517,38.52455724783162,66.89788552447962,57.308729598032514,37.40295472583629,65.83575475502127,58.328582763671875,37.98814010620117,65.9209976196289,9286000,6935400,1460100
2022-01-13,59.916140539848776,37.97838131811292,65.99762822843041,62.096919688671086,38.51480212865339,66.48511139053802,58.07446301390722,36.6617208497719,65.8156559482966,58.3668212890625,36.7299919128418,66.12213134765625,29135000,7045000,1078400
2022-01-14,58.09487718946398,41.089612115664835,65.50918543494655,62.10458084874646,42.64034764562733,66.17001872560262,57.94444773250453,40.48492016879035,65.23144094185034,62.02554702758789,41.928375244140625,66.01678466796875,19416000,49781100,1190000
2022-01-18,60.90710977098131,41.52849296769042,65.38466848326875,60.96999836087817,43.1865086622478,65.47565462105422,57.488062228101995,40.826272104729085,64.43651138198538,57.707332611083984,42.035648345947266,64.85791778564453,20069000,20203100,1174000
2022-01-19,58.71357832514205,42.88417167973922,65.03989539597954,59.37902761238211,43.75219272956753,65.23143979138125,54.56619315090628,42.191702146516214,64.04384846459995,54.623985290527344,42.83540344238281,64.19708251953125,18340000,14169700,1093400
2022-01-20,55.640431947828425,43.06947911745677,64.03426735573514,55.92089207288055,43.90824221656279,64.5801769058079,52.481446174841714,42.42577780985121,62.45400056122448,52.66416931152344,42.53306198120117,62.568931579589844,19444000,9836100,1232600
2022-01-21,52.3692624562238,42.58182382578961,62.67428633582456,54.11405588697175,43.85947494544089,63.28723718400789,51.370660630548564,41.840593529213216,61.73570123938419,51.48454284667969,42.66960144042969,62.07090759277344,22222000,14375300,1381400
2022-01-24,49.717649026989,41.743060415807136,61.41963504442682,52.96756962735622,43.87898111328294,62.291178709008385,48.911117160854154,40.87503941220027,59.76275510111443,52.846885681152344,43.78144836425781,62.1187858581543,24890000,16501700,1860900
2022-01-25,51.00436341250806,42.91342932450611,61.44837684412778,51.36980967263037,44.249596423098964,62.08047912933762,49.37770252697724,41.957630663283226,60.255992280890496,49.992164611816406,43.76194381713867,61.295135498046875,18846000,9875100,1359700
2022-01-26,51.29162254842714,44.14230758639701,61.77401092061838,52.200987928059014,44.36663103545106,62.894560992952194,49.32501057806253,42.72811815505999,60.67740207128495,50.70945739746094,43.030460357666016,61.0269775390625,23637000,9186000,1138500
2022-01-27,50.55902842448605,43.1279964638873,61.735691707878125,51.0349560036381,43.19626752918611,62.367801282634076,46.80513343385683,40.76775598193378,60.53660670491192,47.19352340698242,41.04084396362305,60.902462005615234,30943000,9585800,895200
2022-01-28,47.05074901377617,41.28466950190682,60.58641331453715,47.6915557254313,42.103922270452294,61.33345031738281,45.04334597239909,40.78726178329684,60.01177283863283,47.68985366821289,42.045406341552734,61.33345031738281,20024000,7040500,1246700
2022-01-31,47.89552148105794,41.713797879237596,60.83542470749639,50.14004205838598,42.82564505280051,61.9703438086236,47.32355571679192,41.313922953298416,60.68218700912888,50.13579177856445,42.718360900878906,61.49626159667969,19000000,6136000,1171900
2022-02-01,50.14259397867104,42.75738373648049,61.467523215898964,50.469794224757635,43.85947974751765,62.0325841916569,48.612820573487234,42.73787718436986,60.873727663417704,50.09754943847656,43.54738235473633,61.860191345214844,11355000,5808100,1169900
2022-02-02,50.819942934262336,43.49861163279242,61.65907638802251,52.12280126232446,44.57144961470976,62.18583441270044,50.148541344702366,43.19626939356101,61.20894269440001,51.992767333984375,43.6449089050293,61.57288360595703,16622000,10342500,1075100
2022-02-03,50.7358074166277,43.001204487236485,61.23158741910352,51.464997918335996,44.13255831964974,62.03916386570869,49.783096273531704,42.767129612722684,60.95278410282715,50.037208557128906,42.82564926147461,61.50078201293945,20076000,5268500,1062300
2022-02-04,49.84513699961602,42.572069114493516,60.89509189396677,50.104348962120454,43.43033492396579,61.22196812519388,48.752195828748114,42.2112035486423,60.077903149624454,49.213680267333984,43.10848617553711,60.32786560058594,14462000,5479000,679100
2022-02-07,49.38365645945557,43.32305337753592,60.40478079697869,50.10944936336053,44.815272800762216,62.11607210604839,48.35615849580505,43.18651125055308,60.18365550725642,48.55928039550781,44.37638473510742,61.78919219970703,10859000,8361700,1306400
2022-02-08,48.14793803473445,44.65922565554852,62.010322231391015,49.0861995233221,45.322433484059154,62.491022403727385,47.64396374709649,43.87898224568131,61.29888436265464,48.9774169921875,44.62021255493164,62.212215423583984,12958000,8268100,883000
2022-02-09,50.063553526739916,44.795766458897575,62.68329556786814,51.88483248214032,45.75156507270464,64.01964137551681,49.55022930133375,44.600704682091376,62.62849651452305,51.62477111816406,45.55650329589844,64.0100326538086,12072000,6379000,1190700
2022-02-10,50.03551203310302,44.91279676343625,63.39474567254341,52.35141876051933,46.20019913050786,65.06758033982229,49.97177079687761,44.77625465185191,63.13516345311036,50.55648422241211,45.497982025146484,63.663936614990234,15148000,6549600,1201400
2022-02-11,50.56837654450211,45.51748988091617,63.98121027269067,50.98736465243006,46.15143972101838,64.75032632059839,47.20032321147933,43.75218992826704,63.37071886264262,47.59211730957031,44.04478073120117,63.692787170410156,15785000,7252800,1091100
2022-02-14,47.64991067433752,44.10330515927981,63.740851546019385,48.361253858468935,46.37576448616901,64.03888333263224,46.54422191724809,44.03503408854672,62.39488947486255,47.44424057006836,45.06885528564453,62.85635757446289,13459000,9440600,604000
2022-02-15,48.392701352395854,46.05390829133445,63.048628303746675,50.71795459436065,46.79513853480409,64.3032558865465,48.392701352395854,45.79057546628118,63.02939619176647,50.46724319458008,46.580570220947266,64.21192169189453,14344000,8576400,686300
2022-02-16,49.67346459162526,46.04415683379432,63.80813656991435,50.60152670860225,47.07798166798927,64.77914553119348,49.06070452832166,45.70280150766552,63.62546817714423,50.26752471923828,46.43428039550781,64.5387954711914,8048000,6073900,704600
2022-02-17,49.902931946601335,45.83934183261261,64.36575589663352,50.58623180266784,46.6488468891107,64.40421279404704,49.226433836079735,45.566257582465724,63.51011010016618,49.344566345214844,45.89786148071289,63.57740783691406,12909000,6470200,536300
2022-02-18,49.36156236781415,45.654036712761986,63.26975971553475,49.48309250313504,46.551315690512,64.2311601419548,47.87257992210713,45.21514863864775,63.17842550144034,48.44199752807617,45.95637893676758,63.933128356933594,12481000,6884300,940600
2022-02-22,47.677962079319975,45.517494296161104,63.73123271847081,49.067508816772445,45.517494296161104,64.6061032590179,46.821289005561844,43.38157713501244,63.12555311347666,47.56917953491211,44.298362731933594,64.1061782836914,12194000,8732000,1168500
2022-02-23,48.164928308352884,44.94206448002548,64.31767644970606,48.53207334548095,45.33218431972724,64.72146278339163,45.99859881738487,43.90823964985251,63.48125561429885,46.09633255004883,44.035030364990234,63.59662628173828,12435000,6190400,586300
2022-02-24,44.626904913435595,41.90886647397839,62.40449452921991,47.940567081192235,42.786638939263426,62.49101703204984,44.15522758722021,41.011583737349206,60.231727883256106,47.837730407714844,42.50380325317383,62.08723068237305,15628000,11837500,1212600
2022-02-25,47.95076991337648,42.89391995952323,62.57754638970478,48.77259774279963,43.47910528057785,65.35600019944107,47.2623704080007,41.93812136101062,62.40450136508935,48.714805603027344,43.42058563232422,65.22139739990234,10847000,7213700,1179100
2022-02-28,48.13773571658715,42.38676011229603,63.625467964482915,48.539725951460504,42.54280878448029,64.78395701019718,46.76094007313368,41.323677370386456,63.346661015624186,47.707698822021484,41.801578521728516,63.86581802368164,14065000,8260000,846700
2022-03-01,47.42809663220547,41.4309677436031,63.77928775457081,47.79694380301216,42.00639800617374,63.77928775457081,45.481883228904394,39.0707307577843,61.020073788067066,45.94166564941406,39.30480194091797,61.28926467895508,16089000,10125400,906500
2022-03-02,46.511078908325395,41.362691809059804,61.289273584921524,47.44254185352304,43.76194161683411,61.37579976491594,45.970557422560425,41.21639454642973,60.260575482460915,47.08474349975586,43.303550720214844,61.04892349243164,12451000,14976200,1463300
2022-03-03,47.63547077105738,42.81589643267463,61.241204409412234,47.63547077105738,42.83539926112049,61.644994472591925,45.78274388021678,41.13837042880225,58.33777484684892,46.19153594970703,41.32367706298828,58.73194885253906,10339000,7160700,1521200
2022-03-04,45.78613465730636,40.60195113091143,57.54943358089897,46.064892713015865,41.06034198415887,57.75132680242725,44.16032319116407,39.23652254387079,55.53049036326077,44.684696197509766,39.79244613647461,55.78045654296875,14386000,8204200,1983400
2022-03-07,44.83937455253378,39.81194813568228,55.530477641252176,45.34335207249464,39.81194813568228,55.75640729010992,41.53421286857567,34.99394297675973,50.060111458754825,41.57160949707031,35.2085075378418,50.61772537231445,21396000,14629900,2860400
2022-03-08,41.60645528996067,35.44259098604065,50.62734293941719,43.438783127454585,37.3541882780685,51.934848019128445,40.713235102800965,34.36000162275623,48.752611499168005,41.67529296875,36.0862922668457,49.762081146240234,21558000,8893700,2658300
2022-03-09,43.29260042312999,37.82233533854755,51.636816923945354,44.381291258554704,38.64159187427936,53.01161985111381,42.82262193263591,37.54925106680167,51.21380204922108,43.96485137939453,37.812583923339844,51.261871337890625,14437000,7507100,2195600
2022-03-10,42.89996212417179,36.95431232830309,50.137026532357176,43.089483759406754,38.03690166322784,50.4254458855326,41.495969199368965,36.749499135342724,48.94488856046075,42.24470901489258,37.64677810668945,49.34867858886719,11106000,5876400,1335900
2022-03-11,43.475321575110755,37.949126279177975,49.6082581327952,43.528014018524544,38.212459137242504,49.810154999824796,41.013236114323355,35.510863208759204,48.137316725223506,41.08207702636719,35.52061462402344,48.17577362060547,10389000,7488800,1500800
2022-03-14,41.49851703412535,34.29173118998205,48.61801377104786,41.693138355046685,34.467286426216134,49.050644647488454,39.609246552513774,30.965940557649535,47.79120891106165,39.85911178588867,31.297544479370117,48.031558990478516,15870000,17873100,1556400
2022-03-15,40.51305379314745,30.93668237743888,47.973878816730696,41.517419303540485,32.48741975992743,48.75261075119109,40.20526467729305,30.48804284785819,47.973878816730696,41.32728958129883,31.853469848632812,48.61801528930664,12455000,10523400,1204100
2022-03-16,42.31460414591393,33.64803342651884,48.92566265522317,43.87742251138292,35.647408581676856,51.04074413409431,41.77746440714561,33.57976235198866,48.91124223693323,43.86548614501953,35.637657165527344,51.031131744384766,16659000,13820800,1761500
2022-03-17,43.49716235550718,35.071978459329976,50.7234789562197,44.89713559134642,36.51542988832469,51.58874070585574,43.27378316576764,34.65259687355173,50.5119733809929,44.874114990234375,36.44715881347656,51.4253044128418,13627000,9785900,1318800
2022-03-18,44.77606403406302,36.057038788238884,51.52144057438024,46.67822005639477,38.329498243968416,52.75203174540189,44.59105034608752,35.86197698058747,51.242633616117224,46.43608093261719,37.997894287109375,52.473228454589844,22237000,10334900,2135100
2022-03-21,45.86994986560515,37.58826455289252,52.46361360744713,46.40538533610198,38.18320133998747,53.396173063674276,44.835746661339876,37.07135024973938,52.194422699443855,45.77275466918945,37.73455810546875,52.38670349121094,10517000,5661200,1280400
2022-03-22,45.86995437981924,37.56875534668812,52.41554796278654,47.136067971209535,38.72936715194354,53.62691080029271,45.86995437981924,37.56875534668812,52.22326715767965,46.6168327331543,38.0564079284668,53.56922912597656,10664000,4938000,1152000
2022-03-23,46.07202153883993,37.64677945482515,53.2615805665045,46.722556833993295,38.1539386082889,54.02108405159937,45.2381768095906,37.120117471280665,52.45400413021078,45.272281646728516,37.22739791870117,52.68473815917969,9835000,4706100,1254200
2022-03-24,45.810266030183804,37.773565757838206,53.06929943188896,47.46431132973511,38.787883946198704,53.62690972128299,45.340483847364325,37.32492630854195,52.60782770938833,47.42338943481445,38.748870849609375,53.60768127441406,12124000,6852300,898500
2022-03-25,47.333012524969575,38.768377352376326,53.88648558840036,47.483924619486785,38.81714186280889,55.155533679391354,46.48126336254809,37.96862747570265,53.50192767239007,47.30402374267578,38.23196029663086,55.01132583618164,7531000,4426400,1068900
2022-03-28,46.85640739231225,38.075919933839614,55.25167866587691,47.56321260371709,38.34900422820602,55.79967656580962,46.119758014920166,37.13962773558811,54.732521602535,47.516319274902344,37.929622650146484,55.77083206176758,7338000,4130700,1053700
2022-03-29,48.46186049245432,38.690358320630914,56.81875960790813,49.00667269888763,39.59739252043873,58.049354558219314,47.58879819985134,38.43678058714977,56.62648247054976,48.507049560546875,39.012210845947266,57.328304290771484,11139000,5317100,1395900
2022-03-30,47.93494457184475,38.612333009765635,56.95335753284682,48.682674884450655,39.499860592783726,57.42444164383431,46.49490185353373,38.28072909300645,56.84760290906765,46.77029037475586,38.67085266113281,57.41482925415039,12981000,3779600,1070200
2022-03-31,46.892219977947036,38.27097606107604,57.16486134658508,47.53337522720407,38.79763801915285,58.328154837308276,45.796627423270586,37.90035905906399,56.75145892137748,45.836700439453125,37.91011047363281,57.59749221801758,14703000,4850700,1653400
2022-04-01,46.144485693528615,38.52455701683727,58.14549803081684,46.532417566280856,39.285293914206534,58.86654835907714,44.085452919366006,38.14418856815264,57.33792151646723,44.799930572509766,38.544063568115234,58.83770751953125,12084000,4559700,1642300
2022-04-04,44.87496122396534,38.631838040263034,58.63580844291079,45.764223705769865,39.37306832594673,58.63580844291079,44.706147841224094,38.07591439587677,57.587881923957234,45.66106033325195,38.94393539428711,58.34738540649414,8777000,4450300,1545800
2022-04-05,45.069357469808764,38.81714645541135,58.049351950050635,45.187868998729044,39.01220824071374,58.491595214026916,42.63432901032636,36.690980808652924,57.69363119352737,42.94041061401367,36.89579772949219,57.962825775146484,19670000,6640700,1254400
2022-04-06,42.1108306902132,36.3106120155587,57.58788318207705,43.11604837223737,36.45690928321651,58.578124381890774,41.61291183295058,35.22802265227428,57.10718300081581,42.47404098510742,36.0862922668457,58.10703659057617,15845000,7720600,1462600
2022-04-07,42.403273595215346,35.861966709999756,60.71242695149541,43.377794945395586,35.98875740673548,63.64277155415632,42.00937026363413,34.2527119083718,60.71242695149541,42.914833068847656,35.218265533447266,62.74098205566406,10095000,5541100,3190700
2022-04-08,42.460394370540236,34.93543081354516,63.10630773183569,42.705093118591044,35.43283853260816,64.68781514809682,41.848227938787154,34.36000061571371,62.82750079722337,41.91728973388672,35.06222152709961,63.769676208496094,10449000,3919200,2049300
2022-04-11,41.533622876866616,34.23320999038295,63.45242784432935,41.6095049956704,35.491354553027115,64.88491241916331,40.51646878700945,33.91136121883094,63.0390253695232,40.56336212158203,34.1746940612793,63.413970947265625,16953000,4722500,1663600
2022-04-12,41.011829966345104,34.63308592874612,63.33704814603087,41.602680108893544,35.27678721032353,64.67339395561648,39.62635281266468,33.9893846471687,62.93326178663854,39.81648254394531,34.164939880371094,63.70238494873047,16778000,4185000,908200
2022-04-13,40.04326930476332,34.54531126768842,63.51009966708446,40.69550872980343,35.69617179692482,64.97143218912646,39.89150508789276,34.438030811992135,63.51009966708446,40.2947883605957,35.35481643676758,64.72146606445312,11396000,4567700,747600
2022-04-14,40.3638495660522,35.45234258966018,65.07718292997608,40.413302548561965,36.369131860272574,66.50966719720206,38.864976988831366,35.28654249122675,65.07718292997608,38.89226150512695,36.047279357910156,66.05780792236328,13648000,5586800,1428000
2022-04-18,38.476187795508416,35.78394727805721,65.79824109313086,40.32803846461412,36.037528719411654,66.23086830872691,38.45231506459158,35.31580121766536,64.30806764402901,40.1191520690918,35.744937896728516,64.5676498413086,16631000,5100200,944100
2022-04-19,40.01087876531591,36.076541841420955,64.47150375494586,41.161889327573455,37.754064295306875,66.0481997086766,39.73378266627875,36.03752873957627,64.11001775913407,40.855804443359375,37.29567337036133,65.44252014160156,12144000,6994100,952500
2022-04-20,42.00425716702798,37.3932018230866,65.711719296303,43.040167938525414,38.30023596415514,66.75964960104497,40.897580327285965,37.26641110430979,65.1637213331509,41.048492431640625,37.55900192260742,66.48084259033203,20233000,5318000,859400
2022-04-21,41.664059684776404,38.00764249275075,66.96152690244249,42.42543056424636,38.57331753924026,67.07208587415573,39.944361419697685,36.203325751625684,65.77419704195624,40.03047561645508,36.29110336303711,66.0097427368164,22794000,5714700,592400
2022-04-22,39.81647640656749,37.02258775634531,65.90398555639162,40.26920613141848,37.15912990107929,66.31738792896557,39.25120009772289,35.452345650915646,65.37521252115702,39.48651885986328,35.50111389160156,65.56748962402344,20282000,9637200,984100
2022-04-25,39.26058420314984,34.535555939211974,65.52906117686338,40.955554670709375,35.49135455986004,66.60582503555969,39.144629075546554,34.05765476864095,63.913908053915236,40.61962890625,35.39382553100586,66.47122955322266,14124000,5652200,717700
2022-04-26,39.7857909351451,35.12073616165979,66.0386005378141,40.098692874825616,35.12073616165979,66.05302095805138,38.93915776240852,33.42370731568067,63.79853568551409,38.98263931274414,33.89185333251953,63.8177604675293,14974000,6022000,746000
2022-04-27,38.74306327152531,33.89185571444166,63.68315577608223,39.95119934414217,34.99395163264962,65.16371316378827,38.32443500584054,33.238403016000376,63.483184331496716,38.94512939453125,33.97963333129883,64.25999450683594,12413000,5688600,637600
2022-04-28,39.92390548593355,33.609011964364605,64.836845268682,41.7442076858366,35.26703133462064,65.35600236443408,39.442186960552235,32.68247139976621,63.87544486948993,41.30767822265625,34.798885345458984,65.14449310302734,16784000,7657600,778100
2022-04-29,40.498565516254025,35.41333481303929,65.2598525302083,41.900243042443925,36.583698131559714,65.83669860293973,39.63402776969308,34.49654550090557,63.23129722316962,39.71076202392578,34.5550651550293,63.548561096191406,14050000,6083900,930600
2022-05-02,39.840355363873904,34.66234822626419,64.01965195598048,40.90440275691707,36.04727984541718,64.39460487672892,39.14974711797101,34.07716286509863,62.01994460977402,40.866886138916016,35.7839469909668,63.327449798583984,12866000,7906200,1019100
2022-05-03,40.634984261859216,35.95950175441483,63.365915675181796,41.66151516668702,36.52518055738703,63.803347364047994,40.345099643863584,35.0037031029563,62.50065368720283,41.384422302246094,35.53036880493164,63.500511169433594,9578000,5822900,1050100
2022-05-04,41.53617634896463,35.813209607142845,63.45241904724852,43.28059981585934,36.26184912467164,63.67354434098222,40.704039257022394,34.438029367417286,61.63537308859675,43.134803771972656,36.144813537597656,63.34666442871094,11962000,6527200,1021200
2022-05-05,42.15260439052657,35.49135270160134,62.946203132184245,42.458689226278345,35.67666305541336,62.98479619340278,40.334858561835205,34.10642121781566,60.55302841134549,41.03740310668945,34.672096252441406,61.20922088623047,14578000,5720400,1121500
2022-05-06,40.64521266125261,34.457528732906574,60.70742321660576,41.73568922485396,34.574564295573964,61.257466338382265,39.64084706542736,32.897038441869725,59.626637183781256,40.773956298828125,33.44321060180664,60.939022064208984,10680000,8165100,1030600
2022-05-09,39.21624610205134,32.47766121051087,60.331079937787926,39.423428233860335,33.10185592006517,60.87147480934772,37.73016208265184,30.858654787419148,59.25029387580724,38.12406539916992,31.073223114013672,60.524078369140625,18487000,7958200,1300300
2022-05-10,39.30236284596998,32.00951486902179,60.996926662577344,39.9955274795566,32.30210567123619,62.29001517553278,38.07035420836003,29.902855884386693,59.279248184918266,39.144630432128906,30.429521560668945,60.23458480834961,14134000,9230000,798300
2022-05-11,38.78482972533358,30.575816794931157,60.63022872961746,39.986997278132584,31.59988831758732,61.518016375461734,38.032835498647984,29.444462970846832,59.06694472189156,38.128326416015625,29.581005096435547,59.1923942565918,11793000,8767900,1187500
2022-05-12,38.0925220025364,29.064094625866066,58.87394171006411,39.39614881521876,29.93211753107799,59.99332812670198,37.940757774549176,28.16681375479955,58.4686483418115,39.25632095336914,29.39569854736328,59.28888702392578,15558000,10220000,1098500
2022-05-13,39.69711202011269,30.829395289285944,59.597683694248616,42.229335307229945,34.01864346271143,61.371333632346044,39.64595477856114,30.77087564299138,59.597683694248616,41.941158294677734,33.82358169555664,61.30571365356445,19093000,13376900,1249100
