Date,Open,Open,Open,Open,High,High,High,High,Low,Low,Low,Low,Close,Close,Close,Close,Volume,Volume,Volume,Volume
2022-01-03,75.95820773835385,157.2801390373372,33.86606688502655,205.8800048828125,76.21083721637306,158.56454822976048,33.976980965840895,207.22000122070312,73.65644473278483,156.25445873981448,33.50559347795861,201.47999572753906,74.24591827392578,158.50909423828125,33.93076705932617,202.66000366210938,3598900,6012200,3508900,947100
2022-01-04,74.80732038075054,158.06554548935512,34.00471390080363,202.64999389648438,76.20148326443847,159.20210545894383,34.5685327569637,202.6699981689453,74.51726300028578,157.64049696073894,33.986227632056305,194.75,75.17223358154297,158.0840301513672,34.43912887573242,197.36000061035156,2941500,6748400,5305600,1333500
2022-01-05,75.1816029703472,158.93414692276954,34.307219417521495,196.3800048828125,75.6587999690809,160.29248058548978,34.87389758191945,197.0,73.87165448403319,158.58300883046553,34.15858281241516,191.9600067138672,73.9465103149414,159.13743591308594,34.400115966796875,192.16000366210938,2944100,7016100,5777400,1166500
2022-01-06,74.2459254122788,159.07272775478827,34.35365657404887,192.1999969482422,75.7897929935807,159.39614586452421,35.19902765645592,194.82899475097656,73.98393714658292,157.82528811651693,34.35365657404887,190.42999267578125,75.20967102050781,158.5922393798828,34.771697998046875,192.58999633789062,2925200,7301600,6505000,798300
2022-01-07,75.0880168645526,158.4351828544936,34.650943756103516,191.97999572753906,75.3219359202054,161.05944111578413,34.75313209498803,193.05999755859375,74.14298188089518,158.1302493516464,34.36296230336695,186.85000610351562,74.17105102539062,160.73602294921875,34.650943756103516,188.0,2759900,6986000,4939200,1001700
2022-01-10,73.22603353261172,160.49575699521588,34.706676998586545,185.7899932861328,73.75001000698474,160.49575699521588,34.883181839583166,186.9499969482422,71.44824703058949,159.08198355498666,34.48372034447563,182.17300415039062,73.36638641357422,159.9413299560547,34.66022872924805,186.77999877929688,2832400,7698400,7937500,1415400
2022-01-11,73.6002951808952,159.84896205099585,34.57662474693291,188.0,74.50789512140065,160.2185707402232,35.208331211434164,191.85000610351562,72.61783229057828,157.18773436962226,34.37224808377773,185.85000610351562,74.44239807128906,158.2411346435547,35.14330291748047,191.6999969482422,2518500,8341100,7580500,984900
2022-01-12,75.24707714280655,156.7257091361121,35.059691172756565,192.75,75.78977104380186,157.1600070804813,35.32909255971778,193.9199981689453,74.50789209944591,155.552179748157,34.88318278320942,189.8800048828125,74.88216400146484,156.89202880859375,35.31051254272461,190.39999389648438,2467900,8116200,7862300,745100
2022-01-13,74.63889652482285,156.1620507682967,35.347675515621184,190.39999389648438,75.28451546669694,157.47417991711163,35.77500531066583,191.77999877929688,73.1231054628837,155.6630776383345,35.17117065517479,186.22000122070312,73.38509368896484,155.94027709960938,35.719268798828125,186.61000061035156,2653300,6159400,7646100,1198100
2022-01-14,72.40263026486681,155.82012969596815,35.69139899021672,185.0,72.81433012544504,155.8386002564417,36.555350409659574,187.25900268554688,70.85877006498592,154.452546839042,35.45915406120039,184.44000244140625,71.6353759765625,155.0901336669922,36.49032211303711,187.13999938964844,3376400,5847700,8022500,1001900
2022-01-18,71.0833344078039,154.40635681152344,36.276658099535325,183.66000366210938,71.0833344078039,154.97925438057888,36.33239815963538,185.1699981689453,69.28683750491432,153.39914727604705,35.3105183204599,180.9550018310547,69.93244934082031,154.40635681152344,35.44057846069336,181.4199981689453,4331600,7815600,9632700,1137900
