Date,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2022-01-03,41.215277130629644,41.517020877994796,33.979872761991224,282.1000061035156,46.59619947804204,358.6499938964844,20.47195407327429,41.424122581183894,41.69238383719553,34.23237602146476,282.5199890136719,46.622840016858405,360.510009765625,20.780134362955007,39.96129343674976,40.903255537947594,33.73638600174222,268.54998779296875,44.76680682163336,353.1300048828125,20.366291635874695,40.83390808105469,41.02600860595703,33.95281982421875,273.5799865722656,45.57493591308594,360.0,20.50717544555664,4325400,2808400,2835200,928000,2274700,1573300,4652100
2022-01-04,40.852075419331186,41.227672926108525,34.17827260299129,272.6199951171875,45.69926611264236,360.0,20.876991274405956,41.514933726575684,42.998832376820936,34.92676593599646,272.6199951171875,46.14329319120513,362.0,21.59020899922349,40.852075419331186,41.21013629652482,34.16925266301942,264.0299987792969,45.02434644379637,352.57000732421875,20.771330508879526,40.97919845581055,42.49905014038086,34.629173278808594,268.1700134277344,45.068748474121094,354.6300048828125,21.40530014038086,3216300,4110600,3275100,1112000,2050500,1310900,4479100
2022-01-05,41.069995346365744,42.46397463930235,34.71935624835399,267.80999755859375,44.84672562117429,352.489990234375,21.519766335758455,41.342402319496145,43.296946104315275,34.96284305563491,269.1199951171875,44.97105263532668,355.70001220703125,21.863166317465797,39.753357601752455,42.43767136870054,33.547015037078836,261.25,42.93740822481395,341.6499938964844,20.824159349846447,39.853240966796875,42.69194412231445,33.58308792114258,261.6099853515625,43.07061767578125,341.95001220703125,20.8593807220459,3806300,4216100,4178500,1195400,3041900,1804800,4069800
2022-01-06,39.925882901642474,43.13035152280341,33.8987115388967,260.0,43.15942754145201,339.8800048828125,21.326052485746235,40.0620846502413,43.200498040229476,34.25943344062178,265.760009765625,43.15942754145201,341.7099914550781,21.449325610951725,39.53543165407609,42.148323692228814,33.68227770984185,257.1499938964844,41.35667881768502,333.3800048828125,20.921016775714232,39.72611618041992,42.38506317138672,34.08808898925781,262.510009765625,41.5342903137207,334.17999267578125,21.255611419677734,3193700,2773900,3238100,798100,4013100,1701800,3198800
2022-01-07,39.526354067275676,42.37629777946609,34.11513795706353,262.19000244140625,41.472126540852344,330.94000244140625,21.546181200692654,39.73519954388222,43.18296268504736,34.59309144893847,262.6400146484375,41.82734614306145,333.07000732421875,21.86316684027792,38.74091384697747,42.33245453239612,33.77245256887672,254.86000061035156,41.30339409621983,323.2300109863281,21.334858000784976,38.97245788574219,42.84977340698242,33.853614807128906,256.9100036621094,41.55205154418945,324.2900085449219,21.607818603515625,4345300,2796000,3489600,1364900,3016600,1746900,4912000
2022-01-10,38.59108148995063,43.05143608903985,33.75442053833105,253.4199981689453,41.481005314993844,321.17999267578125,21.704675652469962,38.727286692510866,43.34078544098342,33.97085090851348,257.3900146484375,41.67637829688553,325.80999755859375,21.792727412247356,38.12799003616179,42.09571158059787,33.32155635786747,250.3699951171875,40.52190866899118,315.25,20.88579714160117,38.718204498291016,42.586727142333984,33.664241790771484,257.2300109863281,41.45436477661133,325.5299987792969,21.273223876953125,3238900,3304400,2927300,978900,4167800,2057500,4640200
2022-01-11,38.75452827593364,42.76209915548701,33.82656575198337,257.4599914550781,41.50765015251781,325.7699890136719,21.387691029966277,39.244862872939166,42.88485223577535,34.06103601992276,261.17999267578125,41.614215696045456,328.1600036621094,21.898389206091057,38.32775518626114,42.130793777123465,33.186287645093266,255.02999877929688,40.62847510235652,318.739990234375,21.299639272817675,39.19038009643555,42.54289627075195,33.68227767944336,260.2900085449219,41.187950134277344,328.0199890136719,21.85436248779297,2266400,1955100,2655500,667700,2899600,1825200,3165400
2022-01-12,39.11774421147677,42.5691966665323,33.817548941302775,261.0799865722656,41.18795156762891,324.80999755859375,22.004051930297027,39.58083573984428,42.823472798366595,34.34961184891657,263.95001220703125,41.889511756896034,327.1400146484375,22.30342692358932,39.072340160749796,42.28861726063595,33.637187992262696,260.239990234375,41.10802656028738,319.55999755859375,21.678262583121594,39.462791442871094,42.5165901184082,34.042999267578125,260.8500061035156,41.52540969848633,323.1600036621094,21.75750732421875,2131100,2329500,2600800,629300,2084500,2106800,3829300
2022-01-13,39.5535948711741,42.69194731851547,34.14219279933172,259.8900146484375,41.58756635343169,324.9800109863281,21.88958347875034,39.789679994059675,43.61260199574389,34.81854367589503,260.20001220703125,42.04935140684899,325.010009765625,22.22417813471314,39.20854418648658,42.61303415603218,34.07004705458438,251.64999389648438,40.441975993131834,312.3900146484375,21.69586928052933,39.60807418823242,43.226802825927734,34.313533782958984,252.07000732421875,40.58406448364258,313.2099914550781,21.81033706665039,4502800,2639900,2945600,575000,2587300,1717800,4063000
2022-01-14,39.29026504874859,42.86731273579092,33.88969513742667,250.4199981689453,40.264376955677974,310.3900146484375,21.414105620788753,39.539969990875235,43.47231479783806,34.385685173659084,252.8800048828125,40.32654047772692,311.510009765625,21.93360914637833,38.722749093220976,42.62180659163866,33.619151990300786,241.52000427246094,39.18094976398278,303.8900146484375,21.229198440213278,39.399227142333984,43.40216827392578,34.32255935668945,247.33999633789062,39.75818634033203,307.739990234375,21.915998458862305,4374200,2951100,2480800,1217100,2834600,2299900,3960400
