         230092493 function calls (224420069 primitive calls) in 272.603 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.069    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:534(__get__)
      291    0.001    0.000    0.069    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\tseries\frequencies.py:393(_get_wom_rule)
    44605    0.057    0.000    0.069    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\base.py:238(construct_from_string)
     9195    0.016    0.000    0.068    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\warnings.py:170(simplefilter)
    10283    0.013    0.000    0.068    0.000 {method 'max' of 'numpy.ndarray' objects}
    14111    0.051    0.000    0.067    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:1386(normalize_axis_tuple)
     1033    0.008    0.000    0.067    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\default.py:1824(_setup_result_proxy)
      180    0.001    0.000    0.067    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2230(tick_values)
        1    0.067    0.067    0.067    0.067 {built-in method gc.collect}
       12    0.000    0.000    0.066    0.006 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2183(set_ticks)
       12    0.000    0.000    0.066    0.006 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2165(_set_tick_locations)
   105612    0.065    0.000    0.065    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
    11658    0.032    0.000    0.065    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:2811(ensure_block_shape)
       11    0.000    0.000    0.064    0.006 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:9382(resample)
       11    0.000    0.000    0.064    0.006 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:2045(get_resampler)
        2    0.001    0.001    0.061    0.031 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\seaborn\matrix.py:249(_annotate_heatmap)
      180    0.008    0.000    0.061    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2157(_raw_ticks)
    33442    0.045    0.000    0.061    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1993(dtype)
      806    0.005    0.000    0.060    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimes.py:320(__new__)
       11    0.000    0.000    0.060    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:2210(_get_resampler)
    15667    0.027    0.000    0.060    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:440(__enter__)
    14859    0.031    0.000    0.059    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\__init__.py:688(_popToTag)
       60    0.001    0.000    0.059    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:1154(tick_values)
        1    0.000    0.000    0.059    0.059 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\reshape\concat.py:157(concat)
       11    0.000    0.000    0.059    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:163(__init__)
53663/44334    0.027    0.000    0.059    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:315(stale)
      514    0.002    0.000    0.059    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\tools\datetimes.py:259(_box_as_indexlike)
       36    0.001    0.000    0.059    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_axes.py:1532(plot)
    24836    0.049    0.000    0.058    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\warnings.py:488(__enter__)
      603    0.006    0.000    0.058    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
       11    0.000    0.000    0.058    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:246(_get_binner)
    99969    0.058    0.000    0.058    0.000 {method 'items' of 'dict' objects}
     5812    0.010    0.000    0.058    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3052(max)
    55560    0.034    0.000    0.058    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:576(tz)
       11    0.000    0.000    0.058    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:1737(_get_binner_for_time)
       11    0.002    0.000    0.058    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\resample.py:2285(_get_time_bins)
    59854    0.039    0.000    0.057    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:180(blknos)
    80335    0.043    0.000    0.056    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:791(is_)
    32630    0.056    0.000    0.056    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:697(__init__)
     7979    0.025    0.000    0.056    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:2229(is_monotonic_increasing)
    18797    0.050    0.000    0.055    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:948(from_blocks)
        1    0.001    0.001    0.055    0.055 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\reshape\concat.py:622(get_result)
     4275    0.007    0.000    0.055    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:211(reshape)
    10283    0.006    0.000    0.055    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:42(_amax)
      517    0.006    0.000    0.054    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\compat\_optional.py:85(import_optional_dependency)
     8304    0.021    0.000    0.054    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1886(__init__)
      206    0.004    0.000    0.054    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:641(union)
      468    0.004    0.000    0.054    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:214(format_ticks)
     1033    0.007    0.000    0.054    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\cursor.py:1422(__init__)
      292    0.002    0.000    0.053    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:5663(_reindex_with_indexers)
    19165    0.022    0.000    0.053    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\element.py:943(__new__)
        7    0.000    0.000    0.053    0.008 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:652(_ensure_mutable)
        7    0.000    0.000    0.053    0.008 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:647(_copy)
        7    0.052    0.007    0.052    0.007 {method 'copy' of 'ImagingCore' objects}
       20    0.000    0.000    0.052    0.003 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:387(get_renderer)
8098/7979    0.063    0.000    0.052    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     7396    0.026    0.000    0.052    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:749(__init__)
        2    0.000    0.000    0.052    0.026 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:1193(colorbar)
    18192    0.016    0.000    0.052    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:1441(<genexpr>)
     1510    0.007    0.000    0.052    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:6480(all)
     1514    0.008    0.000    0.052    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:720(size)
     8641    0.009    0.000    0.051    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:536(is_string_dtype)
        1    0.020    0.020    0.051    0.051 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\reporting_utils.py:53(save_phases_breakdown)
     7052    0.039    0.000    0.051    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:2311(_fast_count_smallints)
       16    0.050    0.003    0.051    0.003 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:63(__init__)
      506    0.000    0.000    0.051    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:5773(isna)
    28234    0.051    0.000    0.051    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      506    0.001    0.000    0.050    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:8693(isna)
    61966    0.032    0.000    0.050    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\_markupbase.py:44(updatepos)
    12493    0.014    0.000    0.050    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1375(_is_dtype)
       66    0.001    0.000    0.050    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:1113(putchunk)
    14342    0.016    0.000    0.050    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:2077(__contains__)
12948/12942    0.050    0.000    0.050    0.000 {built-in method numpy.arange}
       38    0.000    0.000    0.050    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:1131(write)
    11976    0.028    0.000    0.050    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:2010(_setattr_cm)
     1533    0.005    0.000    0.049    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:11458(blk_func)
       18    0.000    0.000    0.049    0.003 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1126(set_clip_path)
       92    0.001    0.000    0.049    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:957(set_tick_params)
    64715    0.048    0.000    0.048    0.000 {method 'format' of 'str' objects}
      157    0.001    0.000    0.048    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_axes.py:637(text)
      518    0.004    0.000    0.048    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\default.py:1894(_setup_dml_or_text_result)
     3053    0.022    0.000    0.048    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\cast.py:1432(find_common_type)
     3019    0.004    0.000    0.048    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\nanops.py:543(nanall)
        1    0.000    0.000    0.048    0.048 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\analysis\indicators\breadth_indicators.py:35(compute_adv_decline_volume)
     8047    0.048    0.000    0.048    0.000 {built-in method matplotlib._path.affine_transform}
       61    0.001    0.000    0.048    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1509(info)
     1520    0.003    0.000    0.047    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\base.py:378(interleaved_dtype)
    51860    0.037    0.000    0.047    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1392(<genexpr>)
    14104    0.021    0.000    0.047    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1904(ravel)
    17876    0.016    0.000    0.047    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:4623(_clear_item_cache)
       61    0.000    0.000    0.047    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1640(_log)
   275028    0.047    0.000    0.047    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:1671(name)
      205    0.047    0.000    0.047    0.000 {method 'write' of '_io.BufferedRandom' objects}
    53194    0.047    0.000    0.047    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\element.py:156(setup)
        1    0.000    0.000    0.046    0.046 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\analysis\indicators\high_low_indicators.py:50(compute_percent_above_ma)
      515    0.003    0.000    0.046    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\thread.py:165(submit)
    55349    0.026    0.000    0.046    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\inference.py:300(<genexpr>)
    12171    0.024    0.000    0.046    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:4402(_check_setitem_copy)
      519    0.007    0.000    0.046    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:329(_from_sequence_not_strict)
     7530    0.005    0.000    0.046    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:789(values)
    51814    0.046    0.000    0.046    0.000 {method 'search' of 're.Pattern' objects}
      152    0.002    0.000    0.045    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\threading.py:641(wait)
     4960    0.021    0.000    0.045    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:41(_wrapit)
       20    0.045    0.002    0.045    0.002 {method 'commit' of 'psycopg2.extensions.connection' objects}
   131497    0.044    0.000    0.044    0.000 {built-in method numpy.asanyarray}
   115963    0.044    0.000    0.044    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:572(_get_axis_number)
        4    0.000    0.000    0.044    0.011 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:10803(where)
        4    0.001    0.000    0.044    0.011 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:10615(_where)
     3879    0.035    0.000    0.044    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1742(normalize_kwargs)
        1    0.000    0.000    0.044    0.044 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\groupby.py:2985(size)
    14863    0.015    0.000    0.044    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:345(check_for_whole_start_tag)
        1    0.001    0.001    0.044    0.044 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\ops.py:700(size)
     4641    0.024    0.000    0.043    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\cast.py:1579(construct_1d_object_array_from_listlike)
        5    0.000    0.000    0.043    0.009 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:3617(legend)
        5    0.000    0.000    0.043    0.009 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_axes.py:218(legend)
       25    0.000    0.000    0.043    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3273(grid)
       50    0.000    0.000    0.043    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1707(grid)
     8964    0.008    0.000    0.043    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:414(pchanged)
    47821    0.024    0.000    0.043    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\__init__.py:698(_get)
        5    0.000    0.000    0.043    0.009 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\ops.py:743(group_info)
     7084    0.018    0.000    0.043    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\util\_validators.py:354(validate_ascending)
        5    0.000    0.000    0.043    0.009 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\legend.py:354(__init__)
        5    0.001    0.000    0.043    0.009 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\groupby\ops.py:758(_get_compressed_codes)
     5327    0.007    0.000    0.043    0.000 {method 'min' of 'numpy.ndarray' objects}
      325    0.002    0.000    0.042    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:784(set_clip_path)
     4627    0.011    0.000    0.042    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5552(equals)
    20669    0.032    0.000    0.041    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:865(_references)
     1523    0.003    0.000    0.041    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimelike.py:718(_unbox)
     7029    0.026    0.000    0.041    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\builder\__init__.py:295(_replace_cdata_list_attribute_values)
     7530    0.012    0.000    0.041    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:2000(external_values)
    41565    0.041    0.000    0.041    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:1253(iget)
        1    0.000    0.000    0.041    0.041 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\db_helpers.py:18(create_tables)
    42718    0.023    0.000    0.040    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:667(_info_axis)
       61    0.000    0.000    0.040    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1666(handle)
     1689    0.003    0.000    0.040    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:604(new_gc)
       61    0.000    0.000    0.040    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1720(callHandlers)
        5    0.001    0.000    0.040    0.008 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\legend.py:837(_init_legend_box)
     1559    0.007    0.000    0.040    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:287(get_dtypes)
       60    0.000    0.000    0.040    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:1038(inner_func)
       99    0.001    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1010(handle)
     1032    0.016    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\util\version\__init__.py:339(__init__)
     1033    0.004    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\cursor.py:1485(_init_metadata)
       23    0.000    0.000    0.039    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:2187(info)
      505    0.001    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\element.py:2013(find_all)
       18    0.000    0.000    0.039    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:856(clear)
     4888    0.007    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:102(_stale_axes_callback)
      515    0.002    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\thread.py:184(_adjust_thread_count)
      180    0.003    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2821(get_tick_space)
       99    0.001    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1138(emit)
    10946    0.017    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:253(fill_value)
    69332    0.025    0.000    0.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1270(is_1d_only_ea_dtype)
     1136    0.036    0.000    0.039    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       16    0.036    0.002    0.038    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:2418(draw)
     1523    0.025    0.000    0.038    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:525(_unbox_scalar)
      485    0.001    0.000    0.038    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:307(get_transform)
     7080    0.006    0.000    0.038    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py:287(compile)
      505    0.002    0.000    0.038    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\element.py:792(_find_all)
    24836    0.032    0.000    0.038    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\warnings.py:509(__exit__)
       11    0.000    0.000    0.038    0.003 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimes.py:821(date_range)
        9    0.000    0.000    0.038    0.004 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:2706(_from_arrays)
       60    0.001    0.000    0.038    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\dateutil\rrule.py:271(between)
       11    0.001    0.000    0.038    0.003 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:397(_generate_range)
     2883    0.005    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1995(rotate_deg)
     6039    0.009    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\ops\array_ops.py:352(na_logical_op)
      748    0.001    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\legend.py:1165(<genexpr>)
     1689    0.010    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:680(__init__)
    68528    0.027    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3809(<genexpr>)
     1140    0.026    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\dateutil\rrule.py:776(_iter)
     1540    0.006    0.000    0.037    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3328(prod)
     6386    0.005    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:6312(_index_as_unique)
       21    0.000    0.000    0.036    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:11661(sum)
     7657    0.020    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py:330(_compile)
      748    0.012    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:560(count_contains)
9048/9040    0.020    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:348(process)
       21    0.000    0.000    0.036    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:12498(sum)
       21    0.001    0.000    0.036    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:12459(_min_count_stat_function)
      624    0.003    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:194(update)
     5327    0.003    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:46(_amin)
      516    0.001    0.000    0.036    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:457(num2date)
        2    0.008    0.004    0.035    0.018 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:1453(_findfont_cached)
      519    0.004    0.000    0.035    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\cursor.py:347(__init__)
     1489    0.035    0.000    0.035    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:2712(_generate_range)
    27345    0.028    0.000    0.035    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1331(is_ea_or_datetimelike_dtype)
    12078    0.012    0.000    0.035    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\ops\array_ops.py:410(fill_bool)
     3092    0.008    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:414(_split_op_result)
    16915    0.034    0.000    0.034    0.000 {method 'remove' of 'list' objects}
     3636    0.012    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1081(is_numeric_dtype)
      280    0.001    0.000    0.034    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimelike.py:416(_maybe_cast_listlike_indexer)
